date,lth_supply
2013-03-02,6634372.10564949
2013-03-03,6639330.15101127
2013-03-04,6651721.65652509
2013-03-05,6645476.71614383
2013-03-06,6626106.79966034
2013-03-07,6627899.11466649
2013-03-08,6629722.40291354
2013-03-09,6622920.54684732
2013-03-10,6627173.19034638
2013-03-11,6620567.21215466
2013-03-12,6612715.81994716
2013-03-13,6601703.11816002
2013-03-14,6608133.40309142
2013-03-15,6602483.72697952
2013-03-16,6609014.4486415
2013-03-17,6605214.09328442
2013-03-18,6609158.25006109
2013-03-19,6606122.28513471
2013-03-20,6607938.25335902
2013-03-21,6594091.30421493
2013-03-22,6573554.19149107
2013-03-23,6564322.5631548
2013-03-24,6551985.68597997
2013-03-25,6524766.21551877
2013-03-26,6512774.13917855
2013-03-27,6497004.59781026
2013-03-28,6489728.64399337
2013-03-29,6478771.06943672
2013-03-30,6439442.12360828
2013-03-31,6438427.07878847
2013-04-01,6394298.42338823
2013-04-02,6373868.48104326
2013-04-03,6312504.06004427
2013-04-04,6298794.6658733
2013-04-05,6227837.83735709
2013-04-06,6222355.26519506
2013-04-07,6206395.25213951
2013-04-08,6180770.98189875
2013-04-09,6070763.57539835
2013-04-10,6024993.605258
2013-04-11,5995904.24316258
2013-04-12,5982705.99175723
2013-04-13,5969779.24040654
2013-04-14,5959049.20654771
2013-04-15,5946708.40709587
2013-04-16,5908916.63706384
2013-04-17,5900797.56724776
2013-04-18,5900915.89358644
2013-04-19,5905667.61077509
2013-04-20,5910357.53281058
2013-04-21,5898887.18497955
2013-04-22,5893409.442574
2013-04-23,5876212.12361528
2013-04-24,5860802.90805851
2013-04-25,5860114.61518119
2013-04-26,5862540.86665937
2013-04-27,5862492.67665389
2013-04-28,5886584.32305692
2013-04-29,5895210.55052115
2013-04-30,5902100.12992131
2013-05-01,5890335.22340226
2013-05-02,5890883.57254711
2013-05-03,5857964.5841769
2013-05-04,5866074.19145913
2013-05-05,5857393.42410974
2013-05-06,5857758.12054885
2013-05-07,5856298.74857739
2013-05-08,5889801.53771148
2013-05-09,5893206.11739705
2013-05-10,5891088.53749624
2013-05-11,5885256.04732755
2013-05-12,5890545.80732348
2013-05-13,5892875.77608553
2013-05-14,5901672.80400526
2013-05-15,5898293.11117638
2013-05-16,5902149.7239158
2013-05-17,5909384.99761903
2013-05-18,5905083.80066136
2013-05-19,5906992.70284704
2013-05-20,5914719.94658414
2013-05-21,5930337.05870217
2013-05-22,5977849.74130979
2013-05-23,5981153.28012177
2013-05-24,5995982.7355807
2013-05-25,5960890.13066899
2013-05-26,5963951.32749847
2013-05-27,5964923.54257077
2013-05-28,5965663.6511258
2013-05-29,5959291.76961139
2013-05-30,5958999.17957758
2013-05-31,5954057.57907166
2013-06-01,5955054.41319885
2013-06-02,5958501.73348886
2013-06-03,5959981.18880192
2013-06-04,5961337.98363494
2013-06-05,5951835.51618781
2013-06-06,5935962.78683046
2013-06-07,5942793.64328261
2013-06-08,5991491.55904487
2013-06-09,5984749.36374686
2013-06-10,5986299.4605093
2013-06-11,5980527.11590809
2013-06-12,5982939.90310839
2013-06-13,5985110.38040301
2013-06-14,5982020.05523255
2013-06-15,5988331.73064714
2013-06-16,5989305.99470957
2013-06-17,5998948.28660116
2013-06-18,6009855.99965717
2013-06-19,6024521.5774307
2013-06-20,6030778.94922083
2013-06-21,6039507.07660149
2013-06-22,6054381.22958713
2013-06-23,6056975.06358873
2013-06-24,6057931.05336084
2013-06-25,6059913.58760235
2013-06-26,6074819.01868484
2013-06-27,6080172.5691869
2013-06-28,6084182.95922811
2013-06-29,6088514.06169539
2013-06-30,6100075.20344674
2013-07-01,6086569.68033142
2013-07-02,6081121.77018851
2013-07-03,6127813.18800665
2013-07-04,6146478.8964942
2013-07-05,6148537.00524383
2013-07-06,6208037.9087818
2013-07-07,6218183.24628316
2013-07-08,6222963.93633303
2013-07-09,6234371.63583015
2013-07-10,6214694.6141114
2013-07-11,6215225.6451917
2013-07-12,6214043.67819923
2013-07-13,6241024.9530987
2013-07-14,6252934.46092325
2013-07-15,6255783.25930677
2013-07-16,6261516.52107966
2013-07-17,6267904.83226249
2013-07-18,6274351.68913473
2013-07-19,6280455.86394595
2013-07-20,6288857.31280098
2013-07-21,6292867.61872389
2013-07-22,6301241.11744794
2013-07-23,6307619.10325091
2013-07-24,6312551.84248236
2013-07-25,6317016.71257129
2013-07-26,6320701.99873981
2013-07-27,6323998.19936232
2013-07-28,6332863.43440745
2013-07-29,6336435.25221749
2013-07-30,6403150.66299317
2013-07-31,6417058.7270496
2013-08-01,6421847.86424564
2013-08-02,6421366.68125404
2013-08-03,6387826.02592702
2013-08-04,6388715.37663095
2013-08-05,6396618.40024241
2013-08-06,6404760.01879414
2013-08-07,6432727.24450422
2013-08-08,6447205.33469712
2013-08-09,6460664.55403323
2013-08-10,6475201.5277751
2013-08-11,6490538.77867929
2013-08-12,6495716.65730531
2013-08-13,6478619.27772014
2013-08-14,6485408.74695342
2013-08-15,6485313.27722805
2013-08-16,6494541.81613481
2013-08-17,6501298.24796437
2013-08-18,6503419.47620212
2013-08-19,6507073.76247852
2013-08-20,6513594.87734243
2013-08-21,6524041.37591871
2013-08-22,6542873.73099835
2013-08-23,6553567.63007797
2013-08-24,6585290.3547602
2013-08-25,6598881.05959642
2013-08-26,6605900.48045746
2013-08-27,6623418.01171537
2013-08-28,6637397.46438589
2013-08-29,6652914.00923282
2013-08-30,6664171.17095472
2013-08-31,6685347.70677047
2013-09-01,6751920.90278679
2013-09-02,6762881.37802435
2013-09-03,6786356.29557006
2013-09-04,6824879.42513077
2013-09-05,6865121.55033108
2013-09-06,6894499.08727808
2013-09-07,6912824.81987905
2013-09-08,6937329.50906862
2013-09-09,6951378.02385687
2013-09-10,6980433.80326673
2013-09-11,7089486.5023619
2013-09-12,7144856.05324872
2013-09-13,7201473.19357382
2013-09-14,7215983.70092018
2013-09-15,7234987.22557728
2013-09-16,7252305.78531677
2013-09-17,7281570.04776252
2013-09-18,7301741.55000028
2013-09-19,7315800.25459122
2013-09-20,7355998.87966948
2013-09-21,7373916.67909991
2013-09-22,7381451.66081635
2013-09-23,7403002.45646953
2013-09-24,7413203.23479765
2013-09-25,7438960.34936546
2013-09-26,7493441.75740052
2013-09-27,7549667.6359535
2013-09-28,7585262.94032122
2013-09-29,7597149.75279013
2013-09-30,7612411.83337921
2013-10-01,7646995.04821869
2013-10-02,7668601.48160313
2013-10-03,7791293.51345029
2013-10-04,7801544.80082992
2013-10-05,7853422.9008227
2013-10-06,7858088.47244891
2013-10-07,7816238.51004971
2013-10-08,7834715.84819708
2013-10-09,7843387.70930872
2013-10-10,7847102.16229005
2013-10-11,7862007.08714059
2013-10-12,7879076.74389223
2013-10-13,7907500.98571704
2013-10-14,7907587.29043857
2013-10-15,7915857.96109281
2013-10-16,7921718.86021763
2013-10-17,7965031.80201891
2013-10-18,7973827.53330439
2013-10-19,7977323.02353104
2013-10-20,7983504.01759931
2013-10-21,7934955.65986048
2013-10-22,7890552.8108504
2013-10-23,7886031.29952436
2013-10-24,7888741.36473133
2013-10-25,7712771.17557361
2013-10-26,7727831.56705728
2013-10-27,7735456.65951063
2013-10-28,7737969.88716597
2013-10-29,7736608.33817201
2013-10-30,7743189.5786982
2013-10-31,7750131.05226988
2013-11-01,7754441.19953854
2013-11-02,7759478.21804389
2013-11-03,7756262.40807948
2013-11-04,7763570.59222687
2013-11-05,7756973.79874222
2013-11-06,7748446.16938405
2013-11-07,7722044.11450822
2013-11-08,7724040.18133215
2013-11-09,7702017.20825509
2013-11-10,7686490.45804588
2013-11-11,7665146.01113807
2013-11-12,7641082.95141922
2013-11-13,7613118.31852712
2013-11-14,7564462.51217682
2013-11-15,7532057.99492196
2013-11-16,7521675.00505771
2013-11-17,7498013.02600955
2013-11-18,7462147.08290841
2013-11-19,7413985.16729507
2013-11-20,7372808.85785485
2013-11-21,7351770.55551504
2013-11-22,7344750.16300467
2013-11-23,7310522.78983195
2013-11-24,7296756.63235736
2013-11-25,7244695.41605623
2013-11-26,7102275.1407177
2013-11-27,7060540.63452734
2013-11-28,7030065.58239227
2013-11-29,7008964.22598672
2013-11-30,7000165.35524146
2013-12-01,6986672.44487061
2013-12-02,6971078.54941007
2013-12-03,6965153.49588328
2013-12-04,6969548.18097154
2013-12-05,6958009.45678493
2013-12-06,6954764.02743963
2013-12-07,6965970.73737442
2013-12-08,6969049.14654241
2013-12-09,6963740.79429747
2013-12-10,6962620.20861086
2013-12-11,6957975.34686281
2013-12-12,6960140.62245549
2013-12-13,6962295.73546667
2013-12-14,6962783.05878707
2013-12-15,6955989.36587213
2013-12-16,6940923.91994014
2013-12-17,6945296.43848031
2013-12-18,6934463.3076318
2013-12-19,6971080.20709356
2013-12-20,6963108.11359865
2013-12-21,6846244.60037296
2013-12-22,6850098.14314804
2013-12-23,6856291.69787272
2013-12-24,6856952.81854593
2013-12-25,6774518.19371379
2013-12-26,6779372.38081475
2013-12-27,6766982.17876909
2013-12-28,6769714.62951949
2013-12-29,6773385.00656169
2013-12-30,6777047.64398278
2013-12-31,6782556.44464147
2014-01-01,6799526.74176191
2014-01-02,6801364.02988342
2014-01-03,6800413.72872099
2014-01-04,6774392.8200022
2014-01-05,6775717.66047794
2014-01-06,6773457.41221376
2014-01-07,6780164.52995832
2014-01-08,6782526.00426809
2014-01-09,6788352.40019603
2014-01-10,6789380.47486793
2014-01-11,6772682.34454957
2014-01-12,6775955.81306484
2014-01-13,6775734.42508276
2014-01-14,6790101.69246225
2014-01-15,6792428.72170061
2014-01-16,6801526.93710429
2014-01-17,6816171.11011854
2014-01-18,6816864.50635031
2014-01-19,6814163.9758773
2014-01-20,6815755.77078309
2014-01-21,6823639.47392629
2014-01-22,6828087.78159671
2014-01-23,6836518.67278343
2014-01-24,6831916.23479116
2014-01-25,6833934.06946009
2014-01-26,6846183.10190612
2014-01-27,6844941.3477022
2014-01-28,6848303.48065505
2014-01-29,6850013.95314412
2014-01-30,6853896.03265982
2014-01-31,6858170.69542228
2014-02-01,6854522.99949607
2014-02-02,6864203.35742154
2014-02-03,6869749.6370071
2014-02-04,6874994.07538921
2014-02-05,6733034.78952529
2014-02-06,6733088.6205923
2014-02-07,6736259.76838404
2014-02-08,6738354.39817625
2014-02-09,6737704.07466193
2014-02-10,6737456.65934452
2014-02-11,6744611.33681595
2014-02-12,6743149.0106109
2014-02-13,6746810.81367164
2014-02-14,6745736.30058448
2014-02-15,6750519.65074007
2014-02-16,6747014.91397094
2014-02-17,6749267.19499851
2014-02-18,6739035.86662904
2014-02-19,6743095.72815172
2014-02-20,6746120.90699821
2014-02-21,6767099.85172392
2014-02-22,6771654.73994534
2014-02-23,6773602.32861384
2014-02-24,6777393.00488528
2014-02-25,6774958.94935368
2014-02-26,6783955.10735321
2014-02-27,6788196.10060935
2014-02-28,6771693.66884942
2014-03-01,6765654.29124214
2014-03-02,6762983.41980022
2014-03-03,6761340.21328572
2014-03-04,6765305.95134445
2014-03-05,6762416.41099631
2014-03-06,6793929.16041234
2014-03-07,6599281.1107499
2014-03-08,6599313.93814228
2014-03-09,6488358.28569832
2014-03-10,6474329.8779072
2014-03-11,6520923.53339855
2014-03-12,6511660.23267471
2014-03-13,6517425.55895463
2014-03-14,6521900.49613458
2014-03-15,6533260.16151953
2014-03-16,6533172.36469199
2014-03-17,6536238.26322449
2014-03-18,6534678.46801491
2014-03-19,6543933.98838277
2014-03-20,6548834.86773214
2014-03-21,6512870.71243685
2014-03-22,6523974.11301769
2014-03-23,6535526.19887394
2014-03-24,6537466.66645037
2014-03-25,6536964.57915517
2014-03-26,6553385.45665604
2014-03-27,6635407.59731066
2014-03-28,6652580.78542473
2014-03-29,6802765.27369213
2014-03-30,6880491.76715867
2014-03-31,6882441.93397573
2014-04-01,6883185.66092178
2014-04-02,6907168.65328917
2014-04-03,6902830.93322906
2014-04-04,6910796.00641469
2014-04-05,6912958.34215162
2014-04-06,6912271.95905629
2014-04-07,6915472.4556088
2014-04-08,6929943.31741365
2014-04-09,6936047.0051305
2014-04-10,6938209.61503099
2014-04-11,6959325.35453359
2014-04-12,6988849.2323913
2014-04-13,7017534.81734466
2014-04-14,7037069.00925214
2014-04-15,7062911.88511506
2014-04-16,7055071.42777335
2014-04-17,7071004.87775193
2014-04-18,7112392.75940793
2014-04-19,7140156.92817697
2014-04-20,7165398.98327933
2014-04-21,7189411.04425273
2014-04-22,7221364.52094971
2014-04-23,7253957.4512665
2014-04-24,7292688.62671736
2014-04-25,7319172.44289264
2014-04-26,7357363.2870788
2014-04-27,7426023.10325538
2014-04-28,7444156.51511856
2014-04-29,7491396.52110046
2014-04-30,7668991.98957114
2014-05-01,7712484.23801169
2014-05-02,7752047.03303702
2014-05-03,7794412.46060312
2014-05-04,7811214.30845291
2014-05-05,7829929.2346922
2014-05-06,7855318.70206747
2014-05-07,7890218.24881843
2014-05-08,7914389.45471055
2014-05-09,7947398.96382811
2014-05-10,7974415.38642734
2014-05-11,7997755.00115925
2014-05-12,8019504.60098383
2014-05-13,8042560.66972327
2014-05-14,8038785.41128266
2014-05-15,8055965.09499867
2014-05-16,8078497.52125553
2014-05-17,8094273.0821494
2014-05-18,8102078.95905163
2014-05-19,8113024.27527735
2014-05-20,8141138.92593846
2014-05-21,8152494.47774335
2014-05-22,8180219.03422062
2014-05-23,8246437.09567756
2014-05-24,8267934.77570933
2014-05-25,8399276.55540733
2014-05-26,8406539.31614137
2014-05-27,8383644.60854105
2014-05-28,8399379.42079871
2014-05-29,8509896.14243562
2014-05-30,8523987.45109053
2014-05-31,8533651.78048019
2014-06-01,8527504.21072595
2014-06-02,8531836.91356344
2014-06-03,8553088.43156226
2014-06-04,8562432.86433735
2014-06-05,8561608.62377802
2014-06-06,8564942.64161812
2014-06-07,8588745.36139005
2014-06-08,8598160.70073659
2014-06-09,8612508.76419513
2014-06-10,8629569.80074631
2014-06-11,8639729.84779691
2014-06-12,8470817.94009934
2014-06-13,8473980.94538
2014-06-14,8478402.1392827
2014-06-15,8502058.68576857
2014-06-16,8508943.41234866
2014-06-17,8516250.86502965
2014-06-18,8547341.32646222
2014-06-19,8575970.91635346
2014-06-20,8591451.41044784
2014-06-21,8598339.22432692
2014-06-22,8599035.49072833
2014-06-23,8601600.06362925
2014-06-24,8606640.93079904
2014-06-25,8615611.94322104
2014-06-26,8614641.99646368
2014-06-27,8619107.31744948
2014-06-28,8633719.08075995
2014-06-29,8625717.684446
2014-06-30,8622739.78873734
2014-07-01,8641329.00152381
2014-07-02,8643989.98821495
2014-07-03,8641777.12107346
2014-07-04,8649423.16148359
2014-07-05,8654273.03687531
2014-07-06,8659293.81627385
2014-07-07,8666603.38943817
2014-07-08,8673363.12113945
2014-07-09,8674427.44741307
2014-07-10,8760763.94447227
2014-07-11,8805911.83525824
2014-07-12,8823745.78968551
2014-07-13,8839022.28463608
2014-07-14,8846384.20929139
2014-07-15,8856772.51102155
2014-07-16,8876275.86018954
2014-07-17,8885241.00537427
2014-07-18,8889772.74716115
2014-07-19,8888471.87950083
2014-07-20,8898453.22792361
2014-07-21,8908569.0135392
2014-07-22,8925611.13623031
2014-07-23,8962983.4675166
2014-07-24,8965325.78328843
2014-07-25,8974155.81069956
2014-07-26,8980713.17134974
2014-07-27,8985760.69273908
2014-07-28,8985386.98797779
2014-07-29,8987155.04563633
2014-07-30,9048329.22371636
2014-07-31,9056113.69371126
2014-08-01,9064022.56214442
2014-08-02,9090187.53226811
2014-08-03,9108905.50117992
2014-08-04,9125132.08908498
2014-08-05,9093632.61026838
2014-08-06,9166131.70122952
2014-08-07,9211262.51634643
2014-08-08,9254592.58461327
2014-08-09,9271404.08881231
2014-08-10,9274588.40233797
2014-08-11,9281296.85092004
2014-08-12,9298048.22073029
2014-08-13,9302303.72777611
2014-08-14,9368481.60511804
2014-08-15,9386282.49490633
2014-08-16,9393801.67479298
2014-08-17,9497474.65340884
2014-08-18,9505447.01485871
2014-08-19,9511346.1430018
2014-08-20,9520311.85367917
2014-08-21,9520973.51959879
2014-08-22,9540585.56529969
2014-08-23,9579292.99183163
2014-08-24,9584730.45000538
2014-08-25,9580021.46043226
2014-08-26,9581892.48014355
2014-08-27,9594477.37450871
2014-08-28,9602435.75266629
2014-08-29,9592924.85193446
2014-08-30,9610993.33540018
2014-08-31,9614231.71611882
2014-09-01,9611198.8089886
2014-09-02,9623386.91237544
2014-09-03,9629022.52317551
2014-09-04,9629189.03344427
2014-09-05,9629730.10342604
2014-09-06,9622820.24607332
2014-09-07,9619885.13747237
2014-09-08,9628075.24280711
2014-09-09,9605561.98621818
2014-09-10,9606661.92605013
2014-09-11,9615591.49934728
2014-09-12,9634604.1582279
2014-09-13,9640404.07247141
2014-09-14,9642333.87391971
2014-09-15,9634736.75393172
2014-09-16,9640018.33925221
2014-09-17,9643055.21644962
2014-09-18,9679073.89023678
2014-09-19,9692202.16538665
2014-09-20,9662099.42693636
2014-09-21,9658722.84308009
2014-09-22,9662370.6900687
2014-09-23,9662170.40329443
2014-09-24,9669701.73000389
2014-09-25,9696793.00686009
2014-09-26,9694256.28692261
2014-09-27,9697234.55001015
2014-09-28,9692620.89506057
2014-09-29,9675254.03543302
2014-09-30,9673219.60679358
2014-10-01,9682024.81695188
2014-10-02,9676442.42602866
2014-10-03,9663737.67300253
2014-10-04,9653644.65564453
2014-10-05,9605080.68070103
2014-10-06,9594489.41166429
2014-10-07,9585924.19693399
2014-10-08,9572360.17514776
2014-10-09,9575991.12225583
2014-10-10,9566133.74517492
2014-10-11,9566380.3831442
2014-10-12,9547425.98916097
2014-10-13,9543353.6112579
2014-10-14,9538180.57434103
2014-10-15,9537036.72879121
2014-10-16,9539828.02461477
2014-10-17,9537752.66624681
2014-10-18,9546019.62019981
2014-10-19,9547294.7410441
2014-10-20,9548615.90499652
2014-10-21,9559613.5670309
2014-10-22,9564390.44599025
2014-10-23,9566916.40420241
2014-10-24,9560648.05378246
2014-10-25,9567111.60568003
2014-10-26,9570669.05280627
2014-10-27,9573388.10171864
2014-10-28,9579719.50717072
2014-10-29,9644191.51782161
2014-10-30,9642376.17787087
2014-10-31,9646859.78015385
2014-11-01,9660928.2886722
2014-11-02,9664843.99349915
2014-11-03,9667875.06679518
2014-11-04,9673181.73740215
2014-11-05,9687096.62802945
2014-11-06,9707608.65821106
2014-11-07,9692652.17595466
2014-11-08,9693962.98056955
2014-11-09,9683251.3392494
2014-11-10,9683191.21578656
2014-11-11,9706468.53922687
2014-11-12,9769161.71029291
2014-11-13,9845298.83962412
2014-11-14,10055081.04648448
2014-11-15,10061349.42588301
2014-11-16,10062489.89776756
2014-11-17,10065627.39082315
2014-11-18,10066433.77966542
2014-11-19,10055944.73328827
2014-11-20,10047633.84461822
2014-11-21,10051604.05077658
2014-11-22,10053316.90529863
2014-11-23,10056343.36756452
2014-11-24,10057001.06360357
2014-11-25,10064713.53455753
2014-11-26,10099736.21711662
2014-11-27,10106164.33014867
2014-11-28,9947057.14968382
2014-11-29,9947758.29927715
2014-11-30,9947419.49608636
2014-12-01,9959756.34284998
2014-12-02,9969430.06024136
2014-12-03,9985039.57555637
2014-12-04,9946457.93162818
2014-12-05,9958681.83595556
2014-12-06,9964780.01302408
2014-12-07,9964475.78866801
2014-12-08,9820875.9554854
2014-12-09,9784726.13826491
2014-12-10,9785613.90343747
2014-12-11,9791433.82545143
2014-12-12,9796016.43830088
2014-12-13,9798494.48925369
2014-12-14,9801308.09004239
2014-12-15,9801407.48166493
2014-12-16,9803796.43035261
2014-12-17,9804692.191413
2014-12-18,9805465.58602073
2014-12-19,9808133.46359011
2014-12-20,9810379.71035415
2014-12-21,9824110.5585758
2014-12-22,9823232.3801209
2014-12-23,9843749.72821489
2014-12-24,9790680.925004
2014-12-25,9798360.87185977
2014-12-26,9802312.85154506
2014-12-27,9808306.30182305
2014-12-28,9813496.80067535
2014-12-29,9813458.81787754
2014-12-30,9775510.29775545
2014-12-31,9774179.90740246
2015-01-01,9781090.92151988
2015-01-02,9787003.00197979
2015-01-03,9791229.36914095
2015-01-04,9787243.26768579
2015-01-05,9784223.28794065
2015-01-06,9784288.63255837
2015-01-07,9859474.19620906
2015-01-08,9856201.65025389
2015-01-09,9859280.73572317
2015-01-10,9859015.61418849
2015-01-11,9857411.14537799
2015-01-12,9855575.81959562
2015-01-13,9841222.13546831
2015-01-14,9823227.4619226
2015-01-15,9826443.42180834
2015-01-16,9831433.53207755
2015-01-17,9839872.51773322
2015-01-18,9841748.03561758
2015-01-19,9846799.78509491
2015-01-20,9859721.19076764
2015-01-21,9850701.53925641
2015-01-22,9855169.1726535
2015-01-23,9878172.72438483
2015-01-24,9882831.00360847
2015-01-25,9892211.55251816
2015-01-26,9844060.44064779
2015-01-27,9842861.835372
2015-01-28,9844833.34350413
2015-01-29,9848681.35203949
2015-01-30,9856520.52710679
2015-01-31,9866093.48089057
2015-02-01,9880776.37670266
2015-02-02,9881380.1082361
2015-02-03,9890985.50216105
2015-02-04,9889143.84087595
2015-02-05,9888467.56810933
2015-02-06,9893473.685815
2015-02-07,9901945.21096398
2015-02-08,9916821.75204054
2015-02-09,9918309.26696805
2015-02-10,9923178.62991502
2015-02-11,9931518.1997242
2015-02-12,9935950.38318618
2015-02-13,9936148.68842614
2015-02-14,9936407.42535919
2015-02-15,9936728.62855033
2015-02-16,9935742.63913545
2015-02-17,9946247.02705911
2015-02-18,9950021.1480374
2015-02-19,9927671.75291832
2015-02-20,9915977.49180702
2015-02-21,9930445.49801624
2015-02-22,9956354.16203778
2015-02-23,9952436.35442078
2015-02-24,9952801.04162683
2015-02-25,9947280.3379639
2015-02-26,9950429.72357677
2015-02-27,9952111.09254181
2015-02-28,9949838.24897443
2015-03-01,9939650.88788739
2015-03-02,9940926.41971082
2015-03-03,9929290.13341381
2015-03-04,9932869.56298883
2015-03-05,9917163.8425922
2015-03-06,9913820.94206993
2015-03-07,9907534.42158895
2015-03-08,9900900.35810019
2015-03-09,9913993.00877016
2015-03-10,9887034.71824819
2015-03-11,9898851.31831124
2015-03-12,9915377.86494909
2015-03-13,9912171.82555756
2015-03-14,9928641.77629999
2015-03-15,9930226.0455658
2015-03-16,9943324.41744262
2015-03-17,9950082.03304238
2015-03-18,9946851.10374465
2015-03-19,9975951.6446683
2015-03-20,9978909.88629767
2015-03-21,9981566.48038775
2015-03-22,9984371.41685723
2015-03-23,9985154.35700726
2015-03-24,9985489.16207009
2015-03-25,9981347.79065106
2015-03-26,9982762.94177135
2015-03-27,9980638.32967825
2015-03-28,9983608.51212968
2015-03-29,9996853.30240382
2015-03-30,9998502.71386091
2015-03-31,10007370.75977503
2015-04-01,9994254.06625716
2015-04-02,9987747.37086962
2015-04-03,9993357.34734324
2015-04-04,9997291.31137573
2015-04-05,9999513.30204753
2015-04-06,9999966.44145465
2015-04-07,10002090.59900488
2015-04-08,10009773.61542873
2015-04-09,10013090.81901394
2015-04-10,9980405.4203428
2015-04-11,9984127.89571002
2015-04-12,9984466.53170955
2015-04-13,9989714.59525013
2015-04-14,9999391.95332655
2015-04-15,9979472.92948685
2015-04-16,9989507.932393
2015-04-17,9994651.38863702
2015-04-18,10007415.7515814
2015-04-19,10012494.36336011
2015-04-20,10011086.31860489
2015-04-21,10011758.79325279
2015-04-22,10016404.228253
2015-04-23,9954738.00251899
2015-04-24,9971681.59881681
2015-04-25,9975189.0328545
2015-04-26,9976502.37391888
2015-04-27,9972221.61588746
2015-04-28,9974205.31108108
2015-04-29,9981595.96513177
2015-04-30,9985935.5288533
2015-05-01,9989476.07334567
2015-05-02,10071260.34029218
2015-05-03,10075348.26626343
2015-05-04,10077835.83689576
2015-05-05,10079268.20609627
2015-05-06,10091426.16484646
2015-05-07,10099425.99696279
2015-05-08,10163807.00646761
2015-05-09,10191463.17693936
2015-05-10,10229352.253788
2015-05-11,10223357.293764
2015-05-12,10273848.25381812
2015-05-13,10297662.04738974
2015-05-14,10301897.77059362
2015-05-15,10305603.1682857
2015-05-16,10311532.55260995
2015-05-17,10316745.25037933
2015-05-18,10317859.58204942
2015-05-19,10324136.73353679
2015-05-20,10330326.60025942
2015-05-21,10338106.40611977
2015-05-22,10347279.35297975
2015-05-23,10372610.21124284
2015-05-24,10384200.50236765
2015-05-25,10386314.45663784
2015-05-26,10395700.35433718
2015-05-27,10398299.93444232
2015-05-28,10457307.20144853
2015-05-29,10455145.66487937
2015-05-30,10422708.74701632
2015-05-31,10421397.64684841
2015-06-01,10415621.87707177
2015-06-02,10426891.49036258
2015-06-03,10466938.68990282
2015-06-04,10488078.07902265
2015-06-05,10489046.30009851
2015-06-06,10494697.62377877
2015-06-07,10492136.78704394
2015-06-08,10498543.00778734
2015-06-09,10507750.68812675
2015-06-10,10522360.80453231
2015-06-11,10537200.488593
2015-06-12,10684045.09279763
2015-06-13,10686929.82325981
2015-06-14,10702639.05275929
2015-06-15,10706947.18241185
2015-06-16,10711142.6468057
2015-06-17,10727994.8152527
2015-06-18,10757932.45567251
2015-06-19,10788441.24063988
2015-06-20,10787766.1794872
2015-06-21,10792507.60124633
2015-06-22,10797261.72691877
2015-06-23,10799200.27494767
2015-06-24,10801543.89495826
2015-06-25,10810323.08647219
2015-06-26,10823744.13684724
2015-06-27,10827982.11177141
2015-06-28,10834187.224441
2015-06-29,10834597.10378942
2015-06-30,10845548.74883907
2015-07-01,10850494.5095616
2015-07-02,10852038.57711352
2015-07-03,10844731.75818803
2015-07-04,10854465.0400388
2015-07-05,10882816.95264478
2015-07-06,10880754.33331715
2015-07-07,10878077.58243324
2015-07-08,10880939.33196557
2015-07-09,10883105.09894081
2015-07-10,10877041.63344867
2015-07-11,10870396.78790753
2015-07-12,10859711.03574511
2015-07-13,10862419.0593732
2015-07-14,10865609.42408917
2015-07-15,10871634.82117113
2015-07-16,10874918.23386581
2015-07-17,10873809.83721224
2015-07-18,10879220.65393911
2015-07-19,10888961.83584699
2015-07-20,10879962.97332248
2015-07-21,10881658.56658195
2015-07-22,10887603.24608603
2015-07-23,10893350.23941909
2015-07-24,10898655.93714749
2015-07-25,10923823.68875325
2015-07-26,10923349.26495894
2015-07-27,10923611.90727081
2015-07-28,10923296.56264793
2015-07-29,10922622.75893252
2015-07-30,10944979.73158903
2015-07-31,10944683.39116003
2015-08-01,10948183.45132095
2015-08-02,10957959.01698943
2015-08-03,10956252.84753565
2015-08-04,10955710.85590469
2015-08-05,10992557.1762665
2015-08-06,10997863.7575977
2015-08-07,11007872.56327994
2015-08-08,11024490.24329419
2015-08-09,10919001.53813864
2015-08-10,11007640.19170576
2015-08-11,11079137.79550331
2015-08-12,11128047.05240177
2015-08-13,11151453.98766979
2015-08-14,11304311.95109865
2015-08-15,11304536.13387326
2015-08-16,11312798.41912396
2015-08-17,11312281.83496171
2015-08-18,11316826.47070839
2015-08-19,11323489.46304843
2015-08-20,11332325.11581739
2015-08-21,11338903.17694865
2015-08-22,11343264.88048769
2015-08-23,11335634.45263039
2015-08-24,11304850.23849675
2015-08-25,11266383.53950282
2015-08-26,11217762.97299146
2015-08-27,11226625.3894902
2015-08-28,11248955.77982166
2015-08-29,11257924.90522614
2015-08-30,11254043.10438007
2015-08-31,11253275.3344358
2015-09-01,11252858.86782179
2015-09-02,11259522.0084494
2015-09-03,11264633.52307951
2015-09-04,11276334.44499829
2015-09-05,11279711.47679974
2015-09-06,11274927.44990862
2015-09-07,11276722.0718905
2015-09-08,11277101.79818333
2015-09-09,11275660.77074899
2015-09-10,11266490.09966317
2015-09-11,11271977.47825109
2015-09-12,11316056.83792942
2015-09-13,11320828.94620883
2015-09-14,11324213.92688963
2015-09-15,11329862.36754564
2015-09-16,11336004.63725915
2015-09-17,11359699.06470804
2015-09-18,11362941.97270335
2015-09-19,11369878.72175623
2015-09-20,11376821.12823156
