date,mvrv_z_score
2010-11-28,3.208939182374239
2010-11-29,2.356340955142711
2010-11-30,2.085591258741821
2010-12-01,2.362139351295712
2010-12-02,2.662747407502334
2010-12-03,2.71177586513173
2010-12-04,1.956658662727896
2010-12-05,1.703975514773487
2010-12-06,1.900694209080052
2010-12-07,2.407782406332688
2010-12-08,2.180911141842192
2010-12-09,1.790905989572142
2010-12-10,1.841610431784494
2010-12-11,2.17550579960469
2010-12-12,2.050603505737979
2010-12-13,2.180173659158273
2010-12-14,2.409820970467124
2010-12-15,2.257263467258913
2010-12-16,2.410003708563405
2010-12-17,2.253321661998153
2010-12-18,2.250942366335409
2010-12-19,2.219938239290649
2010-12-20,2.567796326810829
2010-12-21,2.15971429580036
2010-12-22,2.282504310637054
2010-12-23,2.269069101573542
2010-12-24,2.229741394144646
2010-12-25,2.241317394709126
2010-12-26,2.240156323692169
2010-12-27,2.412039980879803
2010-12-28,2.472036230569375
2010-12-29,2.815866140404122
2010-12-30,2.788440150227842
2010-12-31,2.764125624581707
2011-01-01,2.737521753738591
2011-01-02,2.7094326705976
2011-01-03,2.623274276278646
2011-01-04,2.54164471078721
2011-01-05,2.634716277744902
2011-01-06,2.604198105801549
2011-01-07,2.852888855529308
2011-01-08,2.861005411780801
2011-01-09,2.833836695598098
2011-01-10,2.844954543782111
2011-01-11,2.794584856870082
2011-01-12,2.900610582781717
2011-01-13,2.604709786264428
2011-01-14,3.524963472324747
2011-01-15,3.317520942658721
2011-01-16,3.276757377338325
2011-01-17,2.809208537917435
2011-01-18,2.367725695195116
2011-01-19,2.34292894469512
2011-01-20,3.17964237973787
2011-01-21,3.359675957670459
2011-01-22,3.682253906747045
2011-01-23,3.377066750151942
2011-01-24,3.305286829951881
2011-01-25,3.171652267775994
2011-01-26,3.185202466423898
2011-01-27,3.039721402866942
2011-01-28,3.247989065766147
2011-01-29,3.13591345689035
2011-01-30,3.509413393214813
2011-01-31,4.065623977954603
2011-02-01,5.649070978301215
2011-02-02,5.574607741194715
2011-02-03,5.010155549019134
2011-02-04,6.182054687313445
2011-02-05,6.495697061275139
2011-02-06,6.048259014082199
2011-02-07,5.673077027902916
2011-02-08,5.350202501753688
2011-02-09,6.420712710333394
2011-02-10,5.28198835056021
2011-02-11,5.631029911862584
2011-02-12,5.870287045236006
2011-02-13,5.39516403973488
2011-02-14,5.423686720115122
2011-02-15,5.051153408157009
2011-02-16,4.852506936001716
2011-02-17,4.670812561739484
2011-02-18,4.220310222238923
2011-02-19,3.774154296211033
2011-02-20,3.472528817613256
2011-02-21,3.444561225460644
2011-02-22,3.603977511812028
2011-02-23,3.483627601398039
2011-02-24,3.909702047138317
2011-02-25,3.69936557651391
2011-02-26,3.550992607099989
2011-02-27,3.150309868721416
2011-02-28,2.919920681499359
2011-03-01,3.078883469725292
2011-03-02,3.138391669022691
2011-03-03,3.095275722134331
2011-03-04,2.879387558954608
2011-03-05,2.87157682057931
2011-03-06,2.66145383331633
2011-03-07,2.545952365964539
2011-03-08,2.525407435883959
2011-03-09,2.56477398598491
2011-03-10,2.851577944589466
2011-03-11,2.685156911093959
2011-03-12,2.61882247573144
2011-03-13,2.606954524500694
2011-03-14,2.596905613395975
2011-03-15,2.477567928128758
2011-03-16,2.406101458585233
2011-03-17,2.347650611964664
2011-03-18,2.115426981808979
2011-03-19,2.074760916968451
2011-03-20,1.949153451013792
2011-03-21,1.931476177337109
2011-03-22,2.138765442288204
2011-03-23,2.289147217052898
2011-03-24,2.405831308663414
2011-03-25,2.388750693646071
2011-03-26,2.153648156473957
2011-03-27,2.091614423156108
2011-03-28,1.995687805309814
2011-03-29,1.966878654152098
2011-03-30,1.882246168238139
2011-03-31,1.91252665233428
2011-04-01,1.863283487014023
2011-04-02,1.883984222296402
2011-04-03,1.867842313544167
2011-04-04,1.499771521897104
2011-04-05,1.725107393250577
2011-04-06,1.728265421883198
2011-04-07,1.781637637220801
2011-04-08,1.714939075860797
2011-04-09,1.630073499847378
2011-04-10,1.54603766775959
2011-04-11,1.889952604779356
2011-04-12,2.11590353397661
2011-04-13,2.341657212090043
2011-04-14,2.564791120302815
2011-04-15,2.497759273813613
2011-04-16,2.662640880551407
2011-04-17,3.16301831531467
2011-04-18,3.103098986473174
2011-04-19,3.196057402278764
2011-04-20,3.026220644336398
2011-04-21,3.123276529493414
2011-04-22,3.816626517820595
2011-04-23,4.777294545031007
2011-04-24,4.333813428821684
2011-04-25,4.09618276491048
2011-04-26,4.751792168302143
2011-04-27,4.956931848655916
2011-04-28,6.168191640074875
2011-04-29,7.256482901134298
2011-04-30,8.512581610426562
2011-05-01,6.736295372793741
2011-05-02,6.778950505037406
2011-05-03,6.542068751894734
2011-05-04,6.478328973285516
2011-05-05,5.983295791205124
2011-05-06,5.861395522887793
2011-05-07,6.026940313745627
2011-05-08,6.067888828584756
2011-05-09,5.867535414279916
2011-05-10,8.798058555116897
2011-05-11,7.652643069339912
2011-05-12,9.072490250050253
2011-05-13,10.09895953922854
2011-05-14,8.093189116964114
2011-05-15,7.575967782008565
2011-05-16,7.411519223617376
2011-05-17,6.249499007535542
2011-05-18,5.218272303106445
2011-05-19,5.457543331355079
2011-05-20,3.859448195710882
2011-05-21,4.352091488033305
2011-05-22,4.814677720438315
2011-05-23,4.939892910055413
2011-05-24,4.916526095572589
2011-05-25,5.227699009963917
2011-05-26,5.522403586684134
2011-05-27,5.178483217004003
2011-05-28,4.922579200383077
2011-05-29,4.748226713706898
2011-05-30,4.955730581388309
2011-05-31,4.689863801603051
2011-06-01,5.301627445327711
2011-06-02,5.799962166518455
2011-06-03,7.550891749183603
2011-06-04,9.18172534291325
2011-06-05,7.669482799546024
2011-06-06,7.923195714542911
2011-06-07,9.62367069246017
2011-06-08,11.25224299072166
2011-06-09,9.483542200488065
2011-06-10,6.839165669328812
2011-06-11,3.306958447069996
2011-06-12,4.388939527231131
2011-06-13,4.721512361901886
2011-06-14,4.376210619738223
2011-06-15,4.01985359597864
2011-06-16,3.143930918659911
2011-06-17,2.765537083840909
2011-06-18,3.158456808041168
2011-06-19,3.144066432643805
2011-06-20,3.078782914147916
2011-06-21,3.004580648556884
2011-06-22,2.947464833317514
2011-06-23,2.895237442195633
2011-06-24,2.84646126582322
2011-06-25,2.817329408824482
2011-06-26,2.417300552468435
2011-06-27,2.522746328170309
2011-06-28,2.523235546973124
2011-06-29,2.480410194894723
2011-06-30,2.276690032435666
2011-07-01,2.076623715633769
2011-07-02,2.053756536412166
2011-07-03,2.057960532849418
2011-07-04,1.654653920834291
2011-07-05,1.463490319350954
2011-07-06,1.841924821798799
2011-07-07,1.887260638452713
2011-07-08,1.703095404876197
2011-07-09,1.748766629831869
2011-07-10,1.792562357464489
2011-07-11,1.684894339274639
2011-07-12,1.629655964260854
2011-07-13,1.598415831048423
2011-07-14,1.584695652794192
2011-07-15,1.546302410264132
2011-07-16,1.519813882743727
2011-07-17,1.433708276803161
2011-07-18,1.768363145446693
2011-07-19,1.607581832638659
2011-07-20,1.549066556963954
2011-07-21,1.525251143278296
2011-07-22,1.550323753223356
2011-07-23,1.549153450939309
2011-07-24,1.594666783576155
2011-07-25,1.600163813057537
2011-07-26,1.585704236333671
2011-07-27,1.545977225977807
2011-07-28,1.443152281842481
2011-07-29,1.471073676996004
2011-07-30,1.462123168999131
2011-07-31,1.427840062925296
2011-08-01,1.368395724215655
2011-08-02,1.021128007171694
2011-08-03,0.6470990012038448
2011-08-04,0.8610109145114935
2011-08-05,0.6330913766770656
2011-08-06,-0.1497876244647665
2011-08-07,0.2071881343753835
2011-08-08,0.2492999025592972
2011-08-09,0.744109442945193
2011-08-10,0.767269985385926
2011-08-11,0.6009290229190154
2011-08-12,0.6239837726156847
2011-08-13,0.7846053575116462
2011-08-14,0.9109059330926732
2011-08-15,1.024914839610926
2011-08-16,0.9050109254292495
2011-08-17,0.9401002515001591
2011-08-18,0.9244495698943069
2011-08-19,1.062752476954537
2011-08-20,1.050866883377154
2011-08-21,0.9889047622545412
2011-08-22,0.9135236286150031
2011-08-23,0.9305179684414091
2011-08-24,0.8917155649779722
2011-08-25,0.6495102670853689
2011-08-26,0.3165317826190645
2011-08-27,0.4658631377790128
2011-08-28,0.5511037296743648
2011-08-29,0.5197585116728087
2011-08-30,0.4809590717597372
2011-08-31,0.3802769686704806
2011-09-01,0.4055192185119368
2011-09-02,0.4433833944504832
2011-09-03,0.4315802506515087
2011-09-04,0.3307528628735651
2011-09-05,0.1718229263781841
2011-09-06,0.08093319968760973
2011-09-07,0.1435732931080332
2011-09-08,-0.03483097624641514
2011-09-09,-0.3303758857408839
2011-09-10,-0.3739199549814201
2011-09-11,0.02431970668742419
2011-09-12,-0.03971783392107284
2011-09-13,-0.07548948309370643
2011-09-14,-0.1321499724210833
2011-09-15,-0.301135841342473
2011-09-16,-0.2955465894029255
2011-09-17,-0.3012990675245501
2011-09-18,-0.2073823359710321
2011-09-19,-0.1253239261284469
2011-09-20,0.01009449356947344
2011-09-21,-0.09051454386586563
2011-09-22,-0.133537462735648
2011-09-23,-0.1173894351909998
2011-09-24,-0.1453074768110878
2011-09-25,-0.1523029896559932
2011-09-26,-0.2753888840735209
2011-09-27,-0.2629510256424011
2011-09-28,-0.2823835465773671
2011-09-29,-0.2817172023961955
2011-09-30,-0.219629655894694
2011-10-01,-0.2246460182036206
2011-10-02,-0.2297286834613255
2011-10-03,-0.2335586011181188
2011-10-04,-0.2347253171787015
2011-10-05,-0.2504314433827354
2011-10-06,-0.279096897878783
2011-10-07,-0.3771470200421324
2011-10-08,-0.4238749053793247
2011-10-09,-0.4172552127535306
2011-10-10,-0.4388549825740284
2011-10-11,-0.4377907279185078
2011-10-12,-0.4020612442365729
2011-10-13,-0.4293360109176992
2011-10-14,-0.4395998927454441
2011-10-15,-0.4760370601637767
2011-10-16,-0.5239096947337636
2011-10-17,-0.7452816326037719
2011-10-18,-0.792179782194649
2011-10-19,-0.8333523730774713
2011-10-20,-0.7968263097020711
2011-10-21,-0.7392882615493774
2011-10-22,-0.6096840737191157
2011-10-23,-0.6143203019455199
2011-10-24,-0.729624774781398
2011-10-25,-0.7099470387024887
2011-10-26,-0.6879570473814332
2011-10-27,-0.5915657115075279
2011-10-28,-0.5959774764262878
2011-10-29,-0.5023562895946417
2011-10-30,-0.5869924577360032
2011-10-31,-0.5784071365841822
2011-11-01,-0.5983081339873256
2011-11-02,-0.5830128640749357
2011-11-03,-0.5925929659413838
2011-11-04,-0.6053059830041271
2011-11-05,-0.6437748919403545
2011-11-06,-0.6400729444509399
2011-11-07,-0.6301588473244808
2011-11-08,-0.6113530263188663
2011-11-09,-0.6104985774478046
2011-11-10,-0.6202703803164368
2011-11-11,-0.5807287161338817
2011-11-12,-0.590108960717728
2011-11-13,-0.7230412475795333
2011-11-14,-0.7787457219111008
2011-11-15,-0.7557958282139887
2011-11-16,-0.6185509295482116
2011-11-17,-0.6890967248002856
2011-11-18,-0.7058289636926206
2011-11-19,-0.6763718248432238
2011-11-20,-0.6813517035287039
2011-11-21,-0.657956330387707
2011-11-22,-0.6476545295731632
2011-11-23,-0.6461044784474876
2011-11-24,-0.6277668235953567
2011-11-25,-0.6059397991221688
2011-11-26,-0.6150769383613757
2011-11-27,-0.6042496086188772
2011-11-28,-0.5540579360620028
2011-11-29,-0.533947001544811
2011-11-30,-0.472401894711156
2011-12-01,-0.4535992214830878
2011-12-02,-0.453968295292937
2011-12-03,-0.5285119523095131
2011-12-04,-0.521522205157341
2011-12-05,-0.4981811200037536
2011-12-06,-0.4826344581310627
2011-12-07,-0.4717307496316877
2011-12-08,-0.4640025673210337
2011-12-09,-0.4754203131366625
2011-12-10,-0.4493209057888692
2011-12-11,-0.404801320783392
2011-12-12,-0.4200449324556019
2011-12-13,-0.4234735668644155
2011-12-14,-0.4336611383232267
2011-12-15,-0.4240956481133203
2011-12-16,-0.4223910403940437
2011-12-17,-0.4224576357673271
2011-12-18,-0.4227000094427185
2011-12-19,-0.3459060642903893
2011-12-20,-0.2442921068428977
2011-12-21,-0.2572403981283944
2011-12-22,-0.2636805481326094
2011-12-23,-0.2484772548859317
2011-12-24,-0.2458903269593771
2011-12-25,-0.1686451716024045
2011-12-26,-0.2259049085823827
2011-12-27,-0.2062817140870725
2011-12-28,-0.176629495264044
2011-12-29,-0.1897802529470725
2011-12-30,-0.1724204764742474
2011-12-31,-0.05885040222839325
2012-01-01,0.08323201418216303
2012-01-02,0.06272169044398553
2012-01-03,-0.0147623680807445
2012-01-04,0.2404710794311431
2012-01-05,0.5229065518447518
2012-01-06,0.3948376606534894
2012-01-07,0.4560810712036021
2012-01-08,0.5218441454827415
2012-01-09,0.3273071869897691
2012-01-10,0.3699886383857042
2012-01-11,0.4663602366200386
2012-01-12,0.4045198756996017
2012-01-13,0.3038832677340731
2012-01-14,0.4300386744074717
2012-01-15,0.4697188593632556
2012-01-16,0.3950420091714784
2012-01-17,0.2031291476035173
2012-01-18,0.2141449723929918
2012-01-19,0.2903013668417047
2012-01-20,0.3459821120252742
2012-01-21,0.2682762170711802
2012-01-22,0.2924599696816317
2012-01-23,0.3090631210944356
2012-01-24,0.2850246182692415
2012-01-25,0.1605439220190348
2012-01-26,0.04120832076013821
2012-01-27,0.03783410378297467
2012-01-28,0.1202603719162744
2012-01-29,0.07096307415269178
2012-01-30,0.09055108515395167
2012-01-31,0.1054593449316676
2012-02-01,0.2543728952989724
2012-02-02,0.2117370183897978
2012-02-03,0.2138282678352038
2012-02-04,0.1883163594243369
2012-02-05,0.1034189576493382
2012-02-06,0.1028001475954647
2012-02-07,0.1510479804021508
2012-02-08,0.1351092870257661
2012-02-09,0.1966675434603536
2012-02-10,0.2096940768443059
2012-02-11,0.1009114803139442
2012-02-12,0.1039604722334691
2012-02-13,0.03378108941097568
2012-02-14,-0.1232032676766573
2012-02-15,-0.2257852795407384
2012-02-16,-0.2075397287209919
2012-02-17,-0.1575259980415699
2012-02-18,-0.1890997649151899
2012-02-19,-0.1643765593305337
2012-02-20,-0.1661228201838816
2012-02-21,-0.1903497536634152
2012-02-22,-0.1338877991165052
2012-02-23,0.01627010714031387
2012-02-24,0.007510122600820313
2012-02-25,-0.06277733073349441
2012-02-26,-0.02058182355760487
2012-02-27,-0.02048479995112812
2012-02-28,-0.04875441043494259
2012-02-29,-0.02062160006387409
2012-03-01,-0.006907143200251193
2012-03-02,-0.07119819397535762
2012-03-03,-0.0850927680344051
2012-03-04,-0.0310889880342937
2012-03-05,-0.001681235338404925
2012-03-06,0.005523172413160895
2012-03-07,0.003427026383285106
2012-03-08,-0.02192629316347663
2012-03-09,-0.02621068917753892
2012-03-10,-0.03697547967139309
2012-03-11,-0.01736033866719273
2012-03-12,-0.01762506832134813
2012-03-13,0.08668087881939551
2012-03-14,0.1188687079303177
2012-03-15,0.1165352406485718
2012-03-16,0.102433593713037
2012-03-17,0.07283026776434827
2012-03-18,0.08899886215110471
2012-03-19,-0.06724618066352499
2012-03-20,-0.03537686220897548
2012-03-21,-0.03262962835198455
2012-03-22,-0.07804768375356616
2012-03-23,-0.06381220168850436
2012-03-24,-0.08178736701503887
2012-03-25,-0.1009060186026323
2012-03-26,-0.09347405802547909
2012-03-27,-0.04504466670913944
2012-03-28,-0.03982455688732726
2012-03-29,-0.04522974310521646
2012-03-30,0.004196832326379786
2012-03-31,0.01459753461995972
2012-04-01,-0.01833836930472601
2012-04-02,0.02072661761983955
2012-04-03,0.03038629181392706
2012-04-04,0.02309026473597098
2012-04-05,0.01833131444758745
2012-04-06,0.02912521851026511
2012-04-07,-0.04107463510559758
2012-04-08,-0.01564983171413752
2012-04-09,-0.002528831608266768
2012-04-10,0.002303075717320808
2012-04-11,0.02195271548581086
2012-04-12,0.01361503993509207
2012-04-13,0.02477062214398348
2012-04-14,0.02674004236538675
2012-04-15,0.01782802720570484
2012-04-16,0.03070586530009095
2012-04-17,0.03953646149079552
2012-04-18,0.0824285948496292
2012-04-19,0.07995683091186125
2012-04-20,0.1438245576394403
2012-04-21,0.1163150418406062
2012-04-22,0.08761668318583411
2012-04-23,0.04358975468224143
2012-04-24,0.06858209378883603
2012-04-25,0.07742072032420262
2012-04-26,0.05298314041769699
2012-04-27,0.05756095628534679
2012-04-28,0.013734123539347
2012-04-29,0.003810211109213933
2012-04-30,0.01533929035484161
2012-05-01,0.05007234324234754
2012-05-02,0.04971577699933658
2012-05-03,0.06104044593056436
2012-05-04,0.06919591118347555
2012-05-05,0.04711942242959731
2012-05-06,0.03518496928721609
2012-05-07,0.06119689458569912
2012-05-08,0.04164270033835224
2012-05-09,0.04611118953773649
2012-05-10,0.01819782790548082
2012-05-11,0.02480828285197073
2012-05-12,0.02130939051206257
2012-05-13,0.01997687909705615
2012-05-14,0.04085237390956279
2012-05-15,0.04853675947525001
2012-05-16,0.06575379574526764
2012-05-17,0.06944202474623017
2012-05-18,0.07645185779201367
2012-05-19,0.07916921091950915
2012-05-20,0.08203767929072245
2012-05-21,0.08347796152941525
2012-05-22,0.0813185306221387
2012-05-23,0.09203616562244468
2012-05-24,0.09686073900669924
2012-05-25,0.09427945285519997
2012-05-26,0.09490527661168888
2012-05-27,0.09458572250325968
2012-05-28,0.0925886347421213
2012-05-29,0.09473554377258071
2012-05-30,0.106644196553046
2012-05-31,0.1331606765468637
2012-06-01,0.1394800560544164
2012-06-02,0.1367842155083291
2012-06-03,0.1277519361271057
2012-06-04,0.1628901088655278
2012-06-05,0.1980365280428443
2012-06-06,0.2029678370422111
2012-06-07,0.2361816092739389
2012-06-08,0.2457832794252477
2012-06-09,0.2267524311867357
2012-06-10,0.1985089796772096
2012-06-11,0.2135180471790866
2012-06-12,0.2666088189419859
2012-06-13,0.3189543674462208
2012-06-14,0.3229102656264868
2012-06-15,0.4459294961541997
2012-06-16,0.4792120019480033
2012-06-17,0.3849879686857408
2012-06-18,0.4278230811851403
2012-06-19,0.4974916133309493
2012-06-20,0.5534149453485993
2012-06-21,0.5455485092743528
2012-06-22,0.4958269359941647
2012-06-23,0.4641345764535523
2012-06-24,0.4337347906471964
2012-06-25,0.4215366442773825
2012-06-26,0.4592649450333095
2012-06-27,0.5266945517379445
2012-06-28,0.4978994463963031
2012-06-29,0.5292908246411853
2012-06-30,0.5318255122442852
2012-07-01,0.515761655472722
2012-07-02,0.5457144408332583
2012-07-03,0.4686081031095194
2012-07-04,0.4705499942972005
2012-07-05,0.4981891990227771
2012-07-06,0.5317318019552993
2012-07-07,0.5483171997635591
2012-07-08,0.5583713196873761
2012-07-09,0.6324291277804982
2012-07-10,0.681207679357653
2012-07-11,0.6718868823880363
2012-07-12,0.8213947974310901
2012-07-13,0.8081488846741494
2012-07-14,0.7914963735290164
2012-07-15,0.8259379479754962
2012-07-16,1.175602376008251
2012-07-17,1.190338037959076
2012-07-18,1.238850552858367
2012-07-19,0.8813800518232512
2012-07-20,0.974996959453604
2012-07-21,1.111738219488351
2012-07-22,0.8953220920485546
2012-07-23,1.022989536539405
2012-07-24,1.018125420239227
2012-07-25,1.061517387054221
2012-07-26,1.138928342886021
2012-07-27,1.126695514380784
2012-07-28,1.113594932236727
2012-07-29,1.061352631560573
2012-07-30,1.168574367104515
2012-07-31,1.24271088539157
2012-08-01,1.278787967393169
2012-08-02,1.601350880322564
2012-08-03,1.644133513806933
2012-08-04,1.56224271986191
2012-08-05,1.601675627031252
2012-08-06,1.60643397137159
2012-08-07,1.683019587427066
2012-08-08,1.648492036804585
2012-08-09,1.658805082482868
2012-08-10,1.771638770382829
2012-08-11,1.763027375061795
2012-08-12,1.802062032354777
2012-08-13,1.890934238987268
2012-08-14,1.965461215510554
2012-08-15,2.251894826949847
2012-08-16,2.316146109995326
2012-08-17,1.749758513458804
2012-08-18,1.660356074748957
2012-08-19,1.01862288876648
2012-08-20,1.16556548825016
2012-08-21,1.190327044580079
2012-08-22,1.183116442433863
2012-08-23,1.239764802842141
2012-08-24,1.379682065446257
2012-08-25,1.373627444853378
2012-08-26,1.373859050629291
2012-08-27,1.459522358452511
2012-08-28,1.40519520397173
2012-08-29,1.40952986680132
2012-08-30,1.380243451913327
2012-08-31,1.169758147583471
2012-09-01,1.126966746537079
2012-09-02,1.199670833981136
2012-09-03,1.268089485203388
2012-09-04,1.234954672274393
2012-09-05,1.374927625689726
2012-09-06,1.439502471013972
2012-09-07,1.397039856604951
2012-09-08,1.424178675590536
2012-09-09,1.40562516593245
2012-09-10,1.391838244591803
2012-09-11,1.402015461446265
2012-09-12,1.425956761645098
2012-09-13,1.460734934834883
2012-09-14,1.53891021460388
2012-09-15,1.58410646806466
2012-09-16,1.574025345932601
2012-09-17,1.560491394827116
2012-09-18,1.642114153164116
2012-09-19,1.749396758532039
2012-09-20,1.6795386155312
2012-09-21,1.659762021191497
2012-09-22,1.602788986585566
2012-09-23,1.623117158660373
2012-09-24,1.561052452968419
2012-09-25,1.585225187098068
2012-09-26,1.628609316828682
2012-09-27,1.586608813334486
2012-09-28,1.611838577411742
2012-09-29,1.603678136586042
2012-09-30,1.600168158501632
2012-10-01,1.603052178292683
2012-10-02,1.67658403696313
2012-10-03,1.737778203304936
2012-10-04,1.695755680392803
2012-10-05,1.673637407278852
2012-10-06,1.529543848024177
2012-10-07,1.433614083510033
2012-10-08,1.403597924019849
2012-10-09,1.403370910493147
2012-10-10,1.46459241010577
2012-10-11,1.45301501195862
2012-10-12,1.43032809688217
2012-10-13,1.400475053981906
2012-10-14,1.310197327459971
2012-10-15,1.394037231296961
2012-10-16,1.378941943813875
2012-10-17,1.396600104647921
2012-10-18,1.389694106264838
2012-10-19,1.338555632880479
2012-10-20,1.328620054427262
2012-10-21,1.29744479667029
2012-10-22,1.319057159448578
2012-10-23,1.297338254319758
2012-10-24,1.274903939040676
2012-10-25,1.076268743363274
2012-10-26,0.8785333625589605
2012-10-27,0.9714754546993642
2012-10-28,1.078137954340611
2012-10-29,1.037184205545726
2012-10-30,1.089447931351565
2012-10-31,1.147051822619243
2012-11-01,1.029112351990022
2012-11-02,0.9560688753089778
2012-11-03,1.003572243068779
2012-11-04,1.072472395468404
2012-11-05,1.044321425013018
2012-11-06,1.069272801759548
2012-11-07,1.105429760539987
2012-11-08,1.076845836560562
2012-11-09,1.069992509140272
2012-11-10,1.050024226439611
2012-11-11,1.0615112751258
2012-11-12,1.129135909255607
2012-11-13,1.094814160378108
2012-11-14,1.100657187109582
2012-11-15,1.140234056106486
2012-11-16,1.286119338091384
2012-11-17,1.289912942072266
2012-11-18,1.24645715766239
2012-11-19,1.244416612857389
2012-11-20,1.267373960456024
2012-11-21,1.258295591368741
2012-11-22,1.396917452392506
2012-11-23,1.401329058646332
2012-11-24,1.411337905688807
2012-11-25,1.431363136184358
2012-11-26,1.343502255823001
2012-11-27,1.358447285954258
2012-11-28,1.355734539151976
2012-11-29,1.426275029431161
2012-11-30,1.423165358332334
2012-12-01,1.444532124431984
2012-12-02,1.399601773898272
2012-12-03,1.430579107399329
2012-12-04,1.583048874409761
2012-12-05,1.57817275282077
2012-12-06,1.52359571783257
2012-12-07,1.580751421990366
2012-12-08,1.603829257294086
2012-12-09,1.547036259312973
2012-12-10,1.563956446194632
2012-12-11,1.600553001120946
2012-12-12,1.627985113864033
2012-12-13,1.604799957992094
2012-12-14,1.563628985498834
2012-12-15,1.57299577762358
2012-12-16,1.500810603919459
2012-12-17,1.486109666448012
2012-12-18,1.469302151565719
2012-12-19,1.569331579155645
2012-12-20,1.558097470406909
2012-12-21,1.514765476549399
2012-12-22,1.481195984274183
2012-12-23,1.458985189241661
2012-12-24,1.488602134691637
2012-12-25,1.478330916419898
2012-12-26,1.487172784147858
2012-12-27,1.495748302690535
2012-12-28,1.505752178687741
2012-12-29,1.469833461745953
2012-12-30,1.492916370982641
2012-12-31,1.501852208105113
2013-01-01,1.424338413168726
2013-01-02,1.435952383448381
2013-01-03,1.437036534956998
2013-01-04,1.471336826262016
2013-01-05,1.452991659741174
2013-01-06,1.469301470758563
2013-01-07,1.484509635827087
2013-01-08,1.489367208817862
2013-01-09,1.531139636354346
2013-01-10,1.595360450190188
2013-01-11,1.60357638485287
2013-01-12,1.596449078262984
2013-01-13,1.576925857581734
2013-01-14,1.602356022289431
2013-01-15,1.584183061010973
