date,mvrv
2011-07-26,1.996407672811075
2011-07-27,1.972616679272052
2011-07-28,1.910650981394382
2011-07-29,1.929222793573584
2011-07-30,1.923767733203356
2011-07-31,1.904850359961865
2011-08-01,1.869151984077748
2011-08-02,1.649850961233231
2011-08-03,1.414798814487341
2011-08-04,1.552699686430529
2011-08-05,1.407390050872604
2011-08-06,0.9026100749064749
2011-08-07,1.135527987777768
2011-08-08,1.165689912727954
2011-08-09,1.493303061453835
2011-08-10,1.50912818289597
2011-08-11,1.399282353155706
2011-08-12,1.414694863710531
2011-08-13,1.521318887435436
2011-08-14,1.605073341354594
2011-08-15,1.679497644142936
2011-08-16,1.599251725837156
2011-08-17,1.621858345600319
2011-08-18,1.611190288146628
2011-08-19,1.702357270865848
2011-08-20,1.694207356135181
2011-08-21,1.653467344107766
2011-08-22,1.603674295631401
2011-08-23,1.615221881981415
2011-08-24,1.589676172689203
2011-08-25,1.425400226023326
2011-08-26,1.207004824543264
2011-08-27,1.321002519141796
2011-08-28,1.379455699177926
2011-08-29,1.357383615431456
2011-08-30,1.330754317940394
2011-08-31,1.261560548059828
2011-09-01,1.279163777277906
2011-09-02,1.304944140762639
2011-09-03,1.296673702484257
2011-09-04,1.22740473672229
2011-09-05,1.118234081753736
2011-09-06,1.055822591618178
2011-09-07,1.099113398965676
2011-09-08,0.9758942872923767
2011-09-09,0.7708819938195335
2011-09-10,0.7405141012411344
2011-09-11,1.01748856660564
2011-09-12,0.9713962914710873
2011-09-13,0.9455054379426665
2011-09-14,0.9045902364220709
2011-09-15,0.782422351446176
2011-09-16,0.786121675078392
2011-09-17,0.7819983677575977
2011-09-18,0.8500438673591368
2011-09-19,0.9093568075663944
2011-09-20,1.007294059498507
2011-09-21,0.9346584727878616
2011-09-22,0.9035355132414209
2011-09-23,0.9152263531588071
2011-09-24,0.8951209473900542
2011-09-25,0.8895383132218327
2011-09-26,0.8002338839796653
2011-09-27,0.8092918522335041
2011-09-28,0.795235993612145
2011-09-29,0.7957984885799863
2011-09-30,0.8409443935999137
2011-10-01,0.8372286419119324
2011-10-02,0.8334696051656956
2011-10-03,0.8307156480931759
2011-10-04,0.8298923969549605
2011-10-05,0.8185469493575704
2011-10-06,0.7977956093542102
2011-10-07,0.7263829355708786
2011-10-08,0.6923577071453152
2011-10-09,0.6969713766343026
2011-10-10,0.6813260101271522
2011-10-11,0.6813421007010919
2011-10-12,0.7070428392969125
2011-10-13,0.6871650814202851
2011-10-14,0.6795366655316101
2011-10-15,0.6530426379515161
2011-10-16,0.6181018960832052
2011-10-17,0.4538287204907947
2011-10-18,0.4180067315978397
2011-10-19,0.3844538067131911
2011-10-20,0.4112222158774519
2011-10-21,0.4535482430317458
2011-10-22,0.5489965789922046
2011-10-23,0.5457252545043528
2011-10-24,0.4602674379018777
2011-10-25,0.4748231694885295
2011-10-26,0.4897592787669774
2011-10-27,0.5613491327638345
2011-10-28,0.5585335354685922
2011-10-29,0.6282411335923831
2011-10-30,0.565867855727102
2011-10-31,0.5722873776319565
2011-11-01,0.5577515198629686
2011-11-02,0.5693980776085703
2011-11-03,0.5618607606330538
2011-11-04,0.5525163021025083
2011-11-05,0.5242602715385921
2011-11-06,0.5273031123163312
2011-11-07,0.5348276390291755
2011-11-08,0.5485525121451268
2011-11-09,0.5360963343513693
2011-11-10,0.5288899886888063
2011-11-11,0.5587806278322593
2011-11-12,0.5520766086675623
2011-11-13,0.4515474824863924
2011-11-14,0.4084666493561412
2011-11-15,0.4260024344001907
2011-11-16,0.4973181133986322
2011-11-17,0.4382551988254101
2011-11-18,0.4211153944900949
2011-11-19,0.4445781237553237
2011-11-20,0.4408779247336537
2011-11-21,0.4596239214283798
2011-11-22,0.4684079220605867
2011-11-23,0.4695410619669846
2011-11-24,0.4853037525345242
2011-11-25,0.5044281726709228
2011-11-26,0.4949267535391289
2011-11-27,0.5043910520304106
2011-11-28,0.5411495090804667
2011-11-29,0.5597866205751773
2011-11-30,0.6122135048413417
2011-12-01,0.6282708087008019
2011-12-02,0.6287763833834361
2011-12-03,0.5664564725161455
2011-12-04,0.5726674075435426
2011-12-05,0.5922481238640538
2011-12-06,0.6056436268335819
2011-12-07,0.6129079476668461
2011-12-08,0.619537780454141
2011-12-09,0.6107921775205533
2011-12-10,0.6324572452957674
2011-12-11,0.669965198251204
2011-12-12,0.6579874999606504
2011-12-13,0.6555140510366411
2011-12-14,0.6470746037982095
2011-12-15,0.6551672600207936
2011-12-16,0.6568850176219534
2011-12-17,0.6571588597161709
2011-12-18,0.6572557914167608
2011-12-19,0.7202693349163022
2011-12-20,0.8034141342714008
2011-12-21,0.7934987585455655
2011-12-22,0.7887285174595812
2011-12-23,0.8013200016814743
2011-12-24,0.8035792594681143
2011-12-25,0.8654385764841912
2011-12-26,0.8200804793405589
2011-12-27,0.8359570289279605
2011-12-28,0.8598181865183808
2011-12-29,0.8495645187968183
2011-12-30,0.8635600499964666
2011-12-31,0.9535466802178365
2012-01-01,1.065466851964058
2012-01-02,1.049344689527578
2012-01-03,0.9884090884469122
2012-01-04,1.188091110537975
2012-01-05,1.40457503141434
2012-01-06,1.30310128679503
2012-01-07,1.348779112063836
2012-01-08,1.397038284870073
2012-01-09,1.247737633317006
2012-01-10,1.279860139435959
2012-01-11,1.351461995468286
2012-01-12,1.303061564311042
2012-01-13,1.227011094070739
2012-01-14,1.320415825383307
2012-01-15,1.349321537784399
2012-01-16,1.29304387106171
2012-01-17,1.150394680904881
2012-01-18,1.158661923683844
2012-01-19,1.214393630824306
2012-01-20,1.25518268016971
2012-01-21,1.197598825717449
2012-01-22,1.215195706809683
2012-01-23,1.227094913549658
2012-01-24,1.209144885078369
2012-01-25,1.117739786670323
2012-01-26,1.030269410496707
2012-01-27,1.027818274690134
2012-01-28,1.088387473996436
2012-01-29,1.052136126663108
2012-01-30,1.066490965971153
2012-01-31,1.077454674902089
2012-02-01,1.18653695200995
2012-02-02,1.154987032705838
2012-02-03,1.15632117243739
2012-02-04,1.137522233926346
2012-02-05,1.0754825104708
2012-02-06,1.075068979711768
2012-02-07,1.110230098020276
2012-02-08,1.098522822637692
2012-02-09,1.143275348779908
2012-02-10,1.152681677020474
2012-02-11,1.073250184776948
2012-02-12,1.075391293151953
2012-02-13,1.024696868385759
2012-02-14,0.9093930352691079
2012-02-15,0.8336072123875794
2012-02-16,0.846585140751357
2012-02-17,0.8834797436549436
2012-02-18,0.8598284333508216
2012-02-19,0.87814181032907
2012-02-20,0.8768774282087494
2012-02-21,0.8588705099026408
2012-02-22,0.9007749734740077
2012-02-23,1.012033538809334
2012-02-24,1.005546127099793
2012-02-25,0.9537247458652375
2012-02-26,0.9848451057944871
2012-02-27,0.9849373698284128
2012-02-28,0.9642041876574703
2012-02-29,0.9847643159961744
2012-03-01,0.9949038360100128
2012-03-02,0.9474530324330804
2012-03-03,0.9371825087172652
2012-03-04,0.9770723350559058
2012-03-05,0.9987617064134768
2012-03-06,1.004062820569161
2012-03-07,1.002517894847795
2012-03-08,0.9839027507563155
2012-03-09,0.9807778376976342
2012-03-10,0.9729038171653577
2012-03-11,0.9872786377227357
2012-03-12,0.9870965568721649
2012-03-13,1.063342390373907
2012-03-14,1.086637584425125
2012-03-15,1.084791006515122
2012-03-16,1.074363901725388
2012-03-17,1.052802840790604
2012-03-18,1.064499394780723
2012-03-19,0.9512566471666102
2012-03-20,0.9743598247987575
2012-03-21,0.9763243000087214
2012-03-22,0.9433633138057465
2012-03-23,0.9537314934687037
2012-03-24,0.9406927916272563
2012-03-25,0.9268250026829666
2012-03-26,0.9322463048753176
2012-03-27,0.9673697889488999
2012-03-28,0.9711822262401539
2012-03-29,0.9672771638381222
2012-03-30,1.003078853138262
2012-03-31,1.010694410637006
2012-04-01,0.9865755582824399
2012-04-02,1.015157109337407
2012-04-03,1.022266560776367
2012-04-04,1.016901360066494
2012-04-05,1.013404915853249
2012-04-06,1.021266289589538
2012-04-07,0.9700245180939034
2012-04-08,0.9885885463113537
2012-04-09,0.9981592579400531
2012-04-10,1.001675114037112
2012-04-11,1.015946083641289
2012-04-12,1.009874459486692
2012-04-13,1.017947423769308
2012-04-14,1.019348160295884
2012-04-15,1.012884408096247
2012-04-16,1.022156271420358
2012-04-17,1.02849627143792
2012-04-18,1.059302176504226
2012-04-19,1.057421205802817
2012-04-20,1.103039917595646
2012-04-21,1.083228507939886
2012-04-22,1.062582614634499
2012-04-23,1.031142981894441
2012-04-24,1.048955320707409
2012-04-25,1.054967863766544
2012-04-26,1.037633090083131
2012-04-27,1.040847957856449
2012-04-28,1.009740362265914
2012-04-29,1.002699969206246
2012-04-30,1.010888053548134
2012-05-01,1.035503777140136
2012-05-02,1.03520808520959
2012-05-03,1.043176406025342
2012-05-04,1.048885537654732
2012-05-05,1.033252485960347
2012-05-06,1.02486482603524
2012-05-07,1.043203873670445
2012-05-08,1.029376498879508
2012-05-09,1.032489726000001
2012-05-10,1.01281234622054
2012-05-11,1.017463469297736
2012-05-12,1.014948246994907
2012-05-13,1.014016599749281
2012-05-14,1.028651843821137
2012-05-15,1.034021461026203
2012-05-16,1.046089355016509
2012-05-17,1.048704244901802
2012-05-18,1.053669157969347
2012-05-19,1.055526717846894
2012-05-20,1.057711009452507
2012-05-21,1.05885815791031
2012-05-22,1.057325097789616
2012-05-23,1.064804624174767
2012-05-24,1.068350884829377
2012-05-25,1.066467706068387
2012-05-26,1.067045337403923
2012-05-27,1.066736802611364
2012-05-28,1.06527220430139
2012-05-29,1.066735751139011
2012-05-30,1.075064986924242
2012-05-31,1.094046673392125
2012-06-01,1.09835920374378
2012-06-02,1.096339189360417
2012-06-03,1.089884097564968
2012-06-04,1.114471029974778
2012-06-05,1.138896919743556
2012-06-06,1.142118445893948
2012-06-07,1.165071729960102
2012-06-08,1.171428982812561
2012-06-09,1.157906322086862
2012-06-10,1.138087466747448
2012-06-11,1.148283080044628
2012-06-12,1.184757743476029
2012-06-13,1.220460456429435
2012-06-14,1.222916665951425
2012-06-15,1.306601062366996
2012-06-16,1.328357652115606
2012-06-17,1.263191968151386
2012-06-18,1.291951500968513
2012-06-19,1.338813346158075
2012-06-20,1.376566845070817
2012-06-21,1.370322554217006
2012-06-22,1.335830238177184
2012-06-23,1.313938294684511
2012-06-24,1.293093935486964
2012-06-25,1.284675963943091
2012-06-26,1.309560432522322
2012-06-27,1.354333750340703
2012-06-28,1.334417494391672
2012-06-29,1.354990791912777
2012-06-30,1.356243024159242
2012-07-01,1.34514066253725
2012-07-02,1.364446562598643
2012-07-03,1.312773056338227
2012-07-04,1.313640491077696
2012-07-05,1.331551250303956
2012-07-06,1.353411045323178
2012-07-07,1.364548200513268
2012-07-08,1.3705142776252
2012-07-09,1.41881448108037
2012-07-10,1.454736691437943
2012-07-11,1.447387915785334
2012-07-12,1.54583698103673
2012-07-13,1.534430647515322
2012-07-14,1.526853645620182
2012-07-15,1.549159783459018
2012-07-16,1.776756943153177
2012-07-17,1.777440457227074
2012-07-18,1.804272353470797
2012-07-19,1.569144787320011
2012-07-20,1.629548445461623
2012-07-21,1.7152693408517
2012-07-22,1.57515179405968
2012-07-23,1.655842732908005
2012-07-24,1.651595902835341
2012-07-25,1.678655047684764
2012-07-26,1.725382601693724
2012-07-27,1.715856129482161
2012-07-28,1.706145972821765
2012-07-29,1.671754822271667
2012-07-30,1.737951189169201
2012-07-31,1.781213003009139
2012-08-01,1.801345585556172
2012-08-02,1.994932249693845
2012-08-03,2.015394733410174
2012-08-04,1.960523807756862
2012-08-05,1.981824482897549
2012-08-06,1.981232032109336
2012-08-07,2.026626041629494
2012-08-08,2.000680209871621
2012-08-09,2.004250532120021
2012-08-10,2.070284181537553
2012-08-11,2.063912503224616
2012-08-12,2.086326897240947
2012-08-13,2.136676540634539
2012-08-14,2.177033328825889
2012-08-15,2.342692459675136
2012-08-16,2.371088800475345
2012-08-17,2.025072913779574
2012-08-18,1.973783676314456
2012-08-19,1.6006465582269
2012-08-20,1.685381530290126
2012-08-21,1.699803229351605
2012-08-22,1.695162684753167
2012-08-23,1.72828858927783
2012-08-24,1.808981052229311
2012-08-25,1.803915466219824
2012-08-26,1.803258716705233
2012-08-27,1.844702948351446
2012-08-28,1.811382980562799
2012-08-29,1.813833495362395
2012-08-30,1.797123072201204
2012-08-31,1.669966020952378
2012-09-01,1.647516311650375
2012-09-02,1.689281579010023
2012-09-03,1.728207744894061
2012-09-04,1.708492838543441
2012-09-05,1.787364639373096
2012-09-06,1.822864713812057
2012-09-07,1.798235467996273
2012-09-08,1.813353299068197
2012-09-09,1.801337853811022
2012-09-10,1.782635250587615
2012-09-11,1.788177981712723
2012-09-12,1.800207100585971
2012-09-13,1.819078133114397
2012-09-14,1.861889245839931
2012-09-15,1.885251072003491
2012-09-16,1.878833848244451
2012-09-17,1.870312652635546
2012-09-18,1.914460983296896
2012-09-19,1.969897734522404
2012-09-20,1.926216194594357
2012-09-21,1.914489601066123
2012-09-22,1.882912984123228
2012-09-23,1.894515274010133
2012-09-24,1.860027345322392
2012-09-25,1.87258447855411
2012-09-26,1.89565340019903
2012-09-27,1.871380593735033
2012-09-28,1.882896777478664
2012-09-29,1.877638472066916
2012-09-30,1.875595063146275
2012-10-01,1.876945349835044
2012-10-02,1.915528839208444
2012-10-03,1.946610226036037
2012-10-04,1.922123686355088
2012-10-05,1.910206518390986
2012-10-06,1.8326468083198
2012-10-07,1.781957103890618
2012-10-08,1.766121750178514
2012-10-09,1.766466329793562
2012-10-10,1.799987321527557
2012-10-11,1.793954996555794
2012-10-12,1.781853712348243
2012-10-13,1.766142129557577
2012-10-14,1.716705375616665
2012-10-15,1.763105798583992
2012-10-16,1.754747265456698
2012-10-17,1.763170446235774
2012-10-18,1.759334251648847
2012-10-19,1.731647249974424
2012-10-20,1.72692363891543
2012-10-21,1.7085589199016
2012-10-22,1.720735305803099
2012-10-23,1.708887683016879
2012-10-24,1.696590889098579
2012-10-25,1.588659174056072
2012-10-26,1.481698742013746
2012-10-27,1.533665089943161
2012-10-28,1.59269121818132
2012-10-29,1.570433148193193
2012-10-30,1.599322940507383
2012-10-31,1.630418447305239
2012-11-01,1.565995167775662
2012-11-02,1.526697185773084
2012-11-03,1.553153759783543
2012-11-04,1.590677410432235
2012-11-05,1.575246108013231
2012-11-06,1.588964334447756
2012-11-07,1.608328383412356
2012-11-08,1.592568760687063
2012-11-09,1.588882499411131
2012-11-10,1.577984337700404
2012-11-11,1.584268467759653
2012-11-12,1.620726333643914
2012-11-13,1.601607385345619
2012-11-14,1.604718538797512
2012-11-15,1.626128706224315
2012-11-16,1.70434803336245
2012-11-17,1.705869419495366
2012-11-18,1.681688983506643
2012-11-19,1.679853549764594
2012-11-20,1.692195132747485
2012-11-21,1.686896490636792
2012-11-22,1.761473529975862
2012-11-23,1.763054006319895
2012-11-24,1.767749259669029
2012-11-25,1.777685556044406
2012-11-26,1.728886050147177
2012-11-27,1.737012614986156
2012-11-28,1.73526530659265
2012-11-29,1.773708211634905
2012-11-30,1.77142949528612
2012-12-01,1.783503881557127
2012-12-02,1.759705996365684
2012-12-03,1.776400300844797
2012-12-04,1.853917518233254
2012-12-05,1.849103965107601
2012-12-06,1.818828370976419
2012-12-07,1.847687626969666
2012-12-08,1.860503450551597
2012-12-09,1.829939690456978
2012-12-10,1.838989466796983
2012-12-11,1.858354877243741
2012-12-12,1.871950901285877
2012-12-13,1.857464402911399
2012-12-14,1.83510297433106
2012-12-15,1.840840268472665
2012-12-16,1.802649651783518
2012-12-17,1.796077663021221
2012-12-18,1.787318800936502
2012-12-19,1.840750675789671
2012-12-20,1.833946548216227
2012-12-21,1.810571886812019
2012-12-22,1.793694493256632
2012-12-23,1.782779935888379
2012-12-24,1.799538551646856
2012-12-25,1.794811728269496
2012-12-26,1.80044562644011
2012-12-27,1.805904738667568
2012-12-28,1.811908355836191
2012-12-29,1.793286162115564
2012-12-30,1.806565338158088
2012-12-31,1.810281528115784
2013-01-01,1.769487511781701
2013-01-02,1.776631708229383
2013-01-03,1.777963308087384
2013-01-04,1.796660040542991
2013-01-05,1.787301742611397
2013-01-06,1.796895228960942
2013-01-07,1.805809241986733
2013-01-08,1.807399455326647
2013-01-09,1.830177162189639
2013-01-10,1.863628562170137
2013-01-11,1.867389269431798
2013-01-12,1.86376276779689
2013-01-13,1.85344059662934
2013-01-14,1.867461171296992
2013-01-15,1.857150601529411
2013-01-16,1.907649171501629
2013-01-17,2.032323987080507
2013-01-18,2.024527514620307
2013-01-19,2.006590714589711
2013-01-20,2.012571610338906
2013-01-21,2.154773277013732
2013-01-22,2.196809782839705
2013-01-23,2.233873989115431
2013-01-24,2.02591103119136
2013-01-25,2.122142894983553
2013-01-26,2.177212437486522
2013-01-27,2.192331260708336
2013-01-28,2.288583654189354
2013-01-29,2.323146762076199
2013-01-30,2.329051701802463
2013-01-31,2.415401042329962
2013-02-01,2.30848278564373
2013-02-02,2.239483730456559
2013-02-03,2.337176292026253
2013-02-04,2.3301081039525
2013-02-05,2.321649962457607
2013-02-06,2.354480258342919
2013-02-07,2.472757330624555
