date,addresses_nonzero_balance
2012-03-12,606707.0
2012-03-13,607677.0
2012-03-14,608215.0
2012-03-15,609337.0
2012-03-16,610261.0
2012-03-17,611430.0
2012-03-18,612926.0
2012-03-19,613365.0
2012-03-20,614551.0
2012-03-21,615663.0
2012-03-22,616486.0
2012-03-23,617148.0
2012-03-24,618223.0
2012-03-25,618554.0
2012-03-26,618901.0
2012-03-27,619427.0
2012-03-28,620268.0
2012-03-29,620796.0
2012-03-30,621444.0
2012-03-31,622199.0
2012-04-01,622679.0
2012-04-02,623197.0
2012-04-03,623295.0
2012-04-04,624223.0
2012-04-05,624895.0
2012-04-06,624987.0
2012-04-07,625725.0
2012-04-08,626656.0
2012-04-09,627311.0
2012-04-10,628665.0
2012-04-11,629544.0
2012-04-12,630363.0
2012-04-13,630998.0
2012-04-14,632180.0
2012-04-15,633308.0
2012-04-16,633816.0
2012-04-17,634036.0
2012-04-18,634632.0
2012-04-19,634845.0
2012-04-20,635243.0
2012-04-21,635772.0
2012-04-22,636574.0
2012-04-23,637334.0
2012-04-24,638177.0
2012-04-25,639100.0
2012-04-26,640854.0
2012-04-27,641381.0
2012-04-28,642211.0
2012-04-29,642998.0
2012-04-30,643813.0
2012-05-01,644607.0
2012-05-02,645601.0
2012-05-03,647302.0
2012-05-04,648144.0
2012-05-05,649338.0
2012-05-06,646769.0
2012-05-07,647118.0
2012-05-08,648242.0
2012-05-09,648849.0
2012-05-10,649378.0
2012-05-11,649864.0
2012-05-12,650664.0
2012-05-13,651921.0
2012-05-14,652917.0
2012-05-15,653486.0
2012-05-16,652682.0
2012-05-17,653607.0
2012-05-18,654618.0
2012-05-19,655525.0
2012-05-20,656639.0
2012-05-21,658296.0
2012-05-22,659967.0
2012-05-23,661153.0
2012-05-24,662893.0
2012-05-25,663972.0
2012-05-26,664986.0
2012-05-27,666949.0
2012-05-28,668663.0
2012-05-29,668331.0
2012-05-30,669485.0
2012-05-31,671184.0
2012-06-01,672646.0
2012-06-02,673277.0
2012-06-03,676304.0
2012-06-04,675708.0
2012-06-05,678670.0
2012-06-06,680156.0
2012-06-07,679178.0
2012-06-08,680355.0
2012-06-09,681540.0
2012-06-10,684856.0
2012-06-11,687388.0
2012-06-12,687903.0
2012-06-13,693251.0
2012-06-14,695171.0
2012-06-15,694372.0
2012-06-16,696703.0
2012-06-17,699122.0
2012-06-18,701528.0
2012-06-19,702194.0
2012-06-20,703221.0
2012-06-21,704716.0
2012-06-22,706510.0
2012-06-23,706944.0
2012-06-24,708607.0
2012-06-25,710062.0
2012-06-26,712200.0
2012-06-27,712448.0
2012-06-28,713881.0
2012-06-29,715775.0
2012-06-30,718324.0
2012-07-01,721037.0
2012-07-02,723388.0
2012-07-03,724890.0
2012-07-04,724963.0
2012-07-05,725897.0
2012-07-06,728010.0
2012-07-07,730619.0
2012-07-08,732413.0
2012-07-09,733521.0
2012-07-10,736422.0
2012-07-11,738120.0
2012-07-12,739496.0
2012-07-13,739997.0
2012-07-14,741673.0
2012-07-15,742834.0
2012-07-16,743479.0
2012-07-17,745257.0
2012-07-18,746187.0
2012-07-19,744383.0
2012-07-20,746324.0
2012-07-21,748780.0
2012-07-22,752423.0
2012-07-23,754209.0
2012-07-24,753407.0
2012-07-25,755120.0
2012-07-26,757271.0
2012-07-27,759238.0
2012-07-28,764643.0
2012-07-29,764930.0
2012-07-30,764732.0
2012-07-31,767735.0
2012-08-01,768847.0
2012-08-02,770152.0
2012-08-03,771990.0
2012-08-04,773786.0
2012-08-05,776322.0
2012-08-06,779923.0
2012-08-07,783551.0
2012-08-08,784770.0
2012-08-09,784824.0
2012-08-10,787887.0
2012-08-11,790751.0
2012-08-12,795554.0
2012-08-13,802674.0
2012-08-14,805833.0
2012-08-15,805886.0
2012-08-16,808397.0
2012-08-17,811021.0
2012-08-18,814776.0
2012-08-19,803849.0
2012-08-20,801564.0
2012-08-21,803016.0
2012-08-22,804786.0
2012-08-23,808856.0
2012-08-24,811243.0
2012-08-25,813680.0
2012-08-26,815137.0
2012-08-27,817835.0
2012-08-28,821317.0
2012-08-29,824669.0
2012-08-30,826944.0
2012-08-31,829040.0
2012-09-01,833407.0
2012-09-02,835582.0
2012-09-03,837332.0
2012-09-04,834874.0
2012-09-05,838088.0
2012-09-06,839669.0
2012-09-07,839622.0
2012-09-08,841568.0
2012-09-09,844580.0
2012-09-10,846884.0
2012-09-11,849971.0
2012-09-12,853913.0
2012-09-13,855110.0
2012-09-14,856742.0
2012-09-15,859150.0
2012-09-16,861328.0
2012-09-17,862743.0
2012-09-18,866717.0
2012-09-19,872068.0
2012-09-20,877980.0
2012-09-21,879752.0
2012-09-22,881026.0
2012-09-23,883348.0
2012-09-24,885112.0
2012-09-25,890714.0
2012-09-26,892770.0
2012-09-27,896628.0
2012-09-28,900576.0
2012-09-29,901796.0
2012-09-30,903148.0
2012-10-01,906717.0
2012-10-02,908406.0
2012-10-03,907478.0
2012-10-04,908797.0
2012-10-05,912703.0
2012-10-06,917194.0
2012-10-07,919781.0
2012-10-08,924997.0
2012-10-09,927026.0
2012-10-10,930058.0
2012-10-11,934446.0
2012-10-12,941225.0
2012-10-13,942158.0
2012-10-14,947974.0
2012-10-15,948899.0
2012-10-16,949729.0
2012-10-17,956218.0
2012-10-18,953557.0
2012-10-19,949480.0
2012-10-20,948578.0
2012-10-21,950134.0
2012-10-22,952577.0
2012-10-23,951412.0
2012-10-24,954308.0
2012-10-25,954018.0
2012-10-26,953488.0
2012-10-27,953591.0
2012-10-28,954802.0
2012-10-29,949087.0
2012-10-30,951276.0
2012-10-31,953708.0
2012-11-01,954108.0
2012-11-02,956847.0
2012-11-03,960728.0
2012-11-04,961473.0
2012-11-05,962774.0
2012-11-06,965015.0
2012-11-07,967681.0
2012-11-08,969552.0
2012-11-09,971355.0
2012-11-10,970056.0
2012-11-11,973534.0
2012-11-12,975456.0
2012-11-13,978905.0
2012-11-14,982252.0
2012-11-15,984858.0
2012-11-16,984155.0
2012-11-17,993951.0
2012-11-18,996389.0
2012-11-19,998854.0
2012-11-20,1001400.0
2012-11-21,1001075.0
2012-11-22,1004538.0
2012-11-23,1005658.0
2012-11-24,1007124.0
2012-11-25,1009502.0
2012-11-26,1013013.0
2012-11-27,1014158.0
2012-11-28,1015434.0
2012-11-29,1015877.0
2012-11-30,1018730.0
2012-12-01,1021096.0
2012-12-02,1021757.0
2012-12-03,1022849.0
2012-12-04,1020634.0
2012-12-05,1021796.0
2012-12-06,1024236.0
2012-12-07,1025340.0
2012-12-08,1028851.0
2012-12-09,1028673.0
2012-12-10,1028214.0
2012-12-11,1029689.0
2012-12-12,1029262.0
2012-12-13,1030872.0
2012-12-14,1033325.0
2012-12-15,1035918.0
2012-12-16,1038566.0
2012-12-17,1042277.0
2012-12-18,1047302.0
2012-12-19,1049688.0
2012-12-20,1052725.0
2012-12-21,1055478.0
2012-12-22,1063691.0
2012-12-23,1065307.0
2012-12-24,1067517.0
2012-12-25,1070839.0
2012-12-26,1065186.0
2012-12-27,1066062.0
2012-12-28,1069134.0
2012-12-29,1068359.0
2012-12-30,1077316.0
2012-12-31,1080866.0
2013-01-01,1083516.0
2013-01-02,1087569.0
2013-01-03,1094361.0
2013-01-04,1099020.0
2013-01-05,1105306.0
2013-01-06,1108252.0
2013-01-07,1109353.0
2013-01-08,1112248.0
2013-01-09,1116044.0
2013-01-10,1116510.0
2013-01-11,1121408.0
2013-01-12,1123447.0
2013-01-13,1124947.0
2013-01-14,1125640.0
2013-01-15,1132241.0
2013-01-16,1136663.0
2013-01-17,1137241.0
2013-01-18,1140023.0
2013-01-19,1143756.0
2013-01-20,1147532.0
2013-01-21,1146917.0
2013-01-22,1146539.0
2013-01-23,1148036.0
2013-01-24,1142113.0
2013-01-25,1146167.0
2013-01-26,1147918.0
2013-01-27,1156011.0
2013-01-28,1157693.0
2013-01-29,1157111.0
2013-01-30,1158927.0
2013-01-31,1162015.0
2013-02-01,1167099.0
2013-02-02,1172996.0
2013-02-03,1177422.0
2013-02-04,1180645.0
2013-02-05,1183866.0
2013-02-06,1188708.0
2013-02-07,1192750.0
2013-02-08,1194161.0
2013-02-09,1196805.0
2013-02-10,1200601.0
2013-02-11,1200170.0
2013-02-12,1202125.0
2013-02-13,1201928.0
2013-02-14,1201613.0
2013-02-15,1203318.0
2013-02-16,1206209.0
2013-02-17,1209225.0
2013-02-18,1213528.0
2013-02-19,1217161.0
2013-02-20,1219222.0
2013-02-21,1223003.0
2013-02-22,1227297.0
2013-02-23,1232036.0
2013-02-24,1238135.0
2013-02-25,1241579.0
2013-02-26,1245899.0
2013-02-27,1248959.0
2013-02-28,1252409.0
2013-03-01,1257312.0
2013-03-02,1259910.0
2013-03-03,1262108.0
2013-03-04,1264340.0
2013-03-05,1269186.0
2013-03-06,1273202.0
2013-03-07,1274917.0
2013-03-08,1277739.0
2013-03-09,1279429.0
2013-03-10,1284553.0
2013-03-11,1284612.0
2013-03-12,1283412.0
2013-03-13,1285587.0
2013-03-14,1285972.0
2013-03-15,1289767.0
2013-03-16,1293507.0
2013-03-17,1298685.0
2013-03-18,1302831.0
2013-03-19,1305025.0
2013-03-20,1309693.0
2013-03-21,1309647.0
2013-03-22,1312507.0
2013-03-23,1311585.0
2013-03-24,1316975.0
2013-03-25,1321788.0
2013-03-26,1325484.0
2013-03-27,1331347.0
2013-03-28,1324910.0
2013-03-29,1329556.0
2013-03-30,1335191.0
2013-03-31,1339779.0
2013-04-01,1341557.0
2013-04-02,1345399.0
2013-04-03,1352730.0
2013-04-04,1356758.0
2013-04-05,1365450.0
2013-04-06,1369968.0
2013-04-07,1375356.0
2013-04-08,1392026.0
2013-04-09,1400797.0
2013-04-10,1414239.0
2013-04-11,1420761.0
2013-04-12,1425141.0
2013-04-13,1431723.0
2013-04-14,1436892.0
2013-04-15,1447717.0
2013-04-16,1453734.0
2013-04-17,1462909.0
2013-04-18,1465995.0
2013-04-19,1471322.0
2013-04-20,1475372.0
2013-04-21,1479835.0
2013-04-22,1490006.0
2013-04-23,1495539.0
2013-04-24,1499864.0
2013-04-25,1505660.0
2013-04-26,1512454.0
2013-04-27,1522429.0
2013-04-28,1570264.0
2013-04-29,1575452.0
2013-04-30,1576889.0
2013-05-01,1583035.0
2013-05-02,1586095.0
2013-05-03,1588707.0
2013-05-04,1593569.0
2013-05-05,1597770.0
2013-05-06,1600352.0
2013-05-07,1609778.0
2013-05-08,1616964.0
2013-05-09,1621879.0
2013-05-10,1627083.0
2013-05-11,1628086.0
2013-05-12,1633408.0
2013-05-13,1638504.0
2013-05-14,1642977.0
2013-05-15,1645802.0
2013-05-16,1652756.0
2013-05-17,1654497.0
2013-05-18,1658113.0
2013-05-19,1660736.0
2013-05-20,1663408.0
2013-05-21,1666554.0
2013-05-22,1670578.0
2013-05-23,1673841.0
2013-05-24,1674490.0
2013-05-25,1673456.0
2013-05-26,1672164.0
2013-05-27,1675028.0
2013-05-28,1678189.0
2013-05-29,1680585.0
2013-05-30,1682561.0
2013-05-31,1685046.0
2013-06-01,1686783.0
2013-06-02,1686845.0
2013-06-03,1685785.0
2013-06-04,1686470.0
2013-06-05,1687704.0
2013-06-06,1689559.0
2013-06-07,1689836.0
2013-06-08,1690589.0
2013-06-09,1691076.0
2013-06-10,1693266.0
2013-06-11,1698202.0
2013-06-12,1700703.0
2013-06-13,1703908.0
2013-06-14,1705548.0
2013-06-15,1706025.0
2013-06-16,1707118.0
2013-06-17,1710769.0
2013-06-18,1713679.0
2013-06-19,1716299.0
2013-06-20,1716795.0
2013-06-21,1717488.0
2013-06-22,1718524.0
2013-06-23,1718487.0
2013-06-24,1720001.0
2013-06-25,1722937.0
2013-06-26,1726090.0
2013-06-27,1729388.0
2013-06-28,1730332.0
2013-06-29,1732359.0
2013-06-30,1734556.0
2013-07-01,1736403.0
2013-07-02,1737374.0
2013-07-03,1740767.0
2013-07-04,1743579.0
2013-07-05,1746322.0
2013-07-06,1743835.0
2013-07-07,1744581.0
2013-07-08,1747763.0
2013-07-09,1749119.0
2013-07-10,1752980.0
2013-07-11,1755851.0
2013-07-12,1758074.0
2013-07-13,1757636.0
2013-07-14,1758700.0
2013-07-15,1759194.0
2013-07-16,1762219.0
2013-07-17,1765632.0
2013-07-18,1767174.0
2013-07-19,1770967.0
2013-07-20,1773183.0
2013-07-21,1774495.0
2013-07-22,1777860.0
2013-07-23,1780969.0
2013-07-24,1782400.0
2013-07-25,1782295.0
2013-07-26,1783607.0
2013-07-27,1782333.0
2013-07-28,1784356.0
2013-07-29,1786145.0
2013-07-30,1787513.0
2013-07-31,1786620.0
2013-08-01,1821774.0
2013-08-02,1824898.0
2013-08-03,1826497.0
2013-08-04,1824511.0
2013-08-05,1826755.0
2013-08-06,1830386.0
2013-08-07,1835598.0
2013-08-08,1838011.0
2013-08-09,1840077.0
2013-08-10,1842830.0
2013-08-11,1842700.0
2013-08-12,1842354.0
2013-08-13,1846181.0
2013-08-14,1849298.0
2013-08-15,1854098.0
2013-08-16,1855011.0
2013-08-17,1856434.0
2013-08-18,1857171.0
2013-08-19,1862988.0
2013-08-20,1864811.0
2013-08-21,1867159.0
2013-08-22,1870030.0
2013-08-23,1867719.0
2013-08-24,1868959.0
2013-08-25,1862687.0
2013-08-26,1862766.0
2013-08-27,1855838.0
2013-08-28,1860038.0
2013-08-29,1864624.0
2013-08-30,1864225.0
2013-08-31,1883873.0
2013-09-01,1885527.0
2013-09-02,1887932.0
2013-09-03,1888081.0
2013-09-04,1888506.0
2013-09-05,1891721.0
2013-09-06,1890738.0
2013-09-07,1890949.0
2013-09-08,1890269.0
2013-09-09,1888632.0
2013-09-10,1887019.0
2013-09-11,1888913.0
2013-09-12,1889429.0
2013-09-13,1893960.0
2013-09-14,1896963.0
2013-09-15,1898036.0
2013-09-16,1900665.0
2013-09-17,1903641.0
2013-09-18,1903586.0
2013-09-19,1906244.0
2013-09-20,1910489.0
2013-09-21,1914564.0
2013-09-22,1915433.0
2013-09-23,1918266.0
2013-09-24,1922388.0
2013-09-25,1925870.0
2013-09-26,1930050.0
2013-09-27,1930590.0
2013-09-28,1932225.0
2013-09-29,1930374.0
2013-09-30,1934300.0
2013-10-01,1935782.0
2013-10-02,1927494.0
2013-10-03,1921358.0
2013-10-04,1924299.0
2013-10-05,1925762.0
2013-10-06,1927795.0
2013-10-07,1930214.0
2013-10-08,1934420.0
2013-10-09,1940272.0
2013-10-10,1945681.0
2013-10-11,1948949.0
2013-10-12,1953231.0
2013-10-13,1957030.0
2013-10-14,1961880.0
2013-10-15,1968892.0
2013-10-16,1975120.0
2013-10-17,1978974.0
2013-10-18,1982944.0
2013-10-19,1984985.0
2013-10-20,1992885.0
2013-10-21,1995695.0
2013-10-22,2001947.0
2013-10-23,2002797.0
2013-10-24,2003182.0
2013-10-25,2003453.0
2013-10-26,2006663.0
2013-10-27,2010186.0
2013-10-28,2011570.0
2013-10-29,2016558.0
2013-10-30,2020463.0
2013-10-31,2023095.0
2013-11-01,2026658.0
2013-11-02,2031391.0
2013-11-03,2031243.0
2013-11-04,2034707.0
2013-11-05,2037012.0
2013-11-06,2026738.0
2013-11-07,2034058.0
2013-11-08,2037678.0
2013-11-09,2042460.0
2013-11-10,2044648.0
2013-11-11,2040068.0
2013-11-12,2046964.0
2013-11-13,2051297.0
2013-11-14,2058358.0
2013-11-15,2066020.0
2013-11-16,2073958.0
2013-11-17,2079090.0
2013-11-18,2091084.0
2013-11-19,2097437.0
2013-11-20,2106235.0
2013-11-21,2078793.0
2013-11-22,2085336.0
2013-11-23,2095675.0
2013-11-24,2099078.0
2013-11-25,2108996.0
2013-11-26,2122342.0
2013-11-27,2134791.0
2013-11-28,2152105.0
2013-11-29,2168810.0
2013-11-30,2187118.0
2013-12-01,2190310.0
2013-12-02,2203919.0
2013-12-03,2217814.0
2013-12-04,2226524.0
2013-12-05,2238216.0
2013-12-06,2248283.0
2013-12-07,2258525.0
2013-12-08,2265038.0
2013-12-09,2280918.0
2013-12-10,2288564.0
2013-12-11,2296216.0
2013-12-12,2302991.0
2013-12-13,2310688.0
2013-12-14,2305527.0
2013-12-15,2295961.0
2013-12-16,2301676.0
2013-12-17,2305750.0
2013-12-18,2310469.0
2013-12-19,2316848.0
2013-12-20,2316476.0
2013-12-21,2318484.0
2013-12-22,2315826.0
2013-12-23,2333525.0
2013-12-24,2342089.0
2013-12-25,2346987.0
2013-12-26,2353056.0
2013-12-27,2361629.0
2013-12-28,2359335.0
2013-12-29,2351363.0
2013-12-30,2363298.0
2013-12-31,2366403.0
2014-01-01,2371653.0
2014-01-02,2375959.0
2014-01-03,2380722.0
2014-01-04,2386458.0
2014-01-05,2390610.0
2014-01-06,2397254.0
2014-01-07,2406461.0
2014-01-08,2423644.0
2014-01-09,2431849.0
2014-01-10,2436324.0
2014-01-11,2439682.0
2014-01-12,2445759.0
2014-01-13,2458261.0
2014-01-14,2462695.0
2014-01-15,2471998.0
2014-01-16,2472813.0
2014-01-17,2483455.0
2014-01-18,2489383.0
2014-01-19,2494807.0
2014-01-20,2498595.0
2014-01-21,2504669.0
2014-01-22,2512508.0
2014-01-23,2514290.0
2014-01-24,2521977.0
2014-01-25,2525304.0
2014-01-26,2532316.0
2014-01-27,2545142.0
2014-01-28,2550361.0
2014-01-29,2558799.0
2014-01-30,2565147.0
2014-01-31,2572757.0
2014-02-01,2580659.0
2014-02-02,2583159.0
2014-02-03,2591750.0
2014-02-04,2598036.0
2014-02-05,2603817.0
2014-02-06,2612258.0
2014-02-07,2617039.0
2014-02-08,2623147.0
2014-02-09,2627398.0
2014-02-10,2640434.0
2014-02-11,2645575.0
2014-02-12,2582432.0
2014-02-13,2575039.0
2014-02-14,2574924.0
2014-02-15,2576515.0
2014-02-16,2578856.0
2014-02-17,2581491.0
2014-02-18,2584113.0
2014-02-19,2587919.0
2014-02-20,2595008.0
2014-02-21,2600728.0
2014-02-22,2603904.0
2014-02-23,2608877.0
2014-02-24,2619234.0
2014-02-25,2625917.0
2014-02-26,2631055.0
2014-02-27,2639063.0
2014-02-28,2628090.0
2014-03-01,2631332.0
2014-03-02,2634675.0
2014-03-03,2649293.0
2014-03-04,2656708.0
2014-03-05,2659347.0
2014-03-06,2665009.0
2014-03-07,2671535.0
2014-03-08,2681557.0
2014-03-09,2693110.0
2014-03-10,2694198.0
2014-03-11,2692867.0
2014-03-12,2693048.0
2014-03-13,2700382.0
2014-03-14,2678789.0
2014-03-15,2678844.0
2014-03-16,2684079.0
2014-03-17,2697264.0
2014-03-18,2704838.0
2014-03-19,2717834.0
2014-03-20,2720282.0
2014-03-21,2719415.0
2014-03-22,2714130.0
2014-03-23,2717642.0
2014-03-24,2727611.0
2014-03-25,2733117.0
2014-03-26,2738475.0
2014-03-27,2743970.0
2014-03-28,2750699.0
2014-03-29,2758048.0
2014-03-30,2769401.0
2014-03-31,2773850.0
2014-04-01,2780716.0
2014-04-02,2786441.0
2014-04-03,2772129.0
2014-04-04,2776404.0
2014-04-05,2776682.0
2014-04-06,2790407.0
2014-04-07,2792914.0
2014-04-08,2798105.0
2014-04-09,2799858.0
2014-04-10,2804270.0
2014-04-11,2808372.0
2014-04-12,2807775.0
2014-04-13,2819959.0
2014-04-14,2822985.0
2014-04-15,2817325.0
2014-04-16,2810691.0
2014-04-17,2811401.0
2014-04-18,2814664.0
2014-04-19,2813167.0
2014-04-20,2822232.0
2014-04-21,2823874.0
2014-04-22,2832454.0
2014-04-23,2840236.0
2014-04-24,2840676.0
2014-04-25,2844253.0
2014-04-26,2848323.0
2014-04-27,2853195.0
2014-04-28,2860184.0
2014-04-29,2860413.0
2014-04-30,2862137.0
2014-05-01,2867546.0
2014-05-02,2872375.0
2014-05-03,2875287.0
2014-05-04,2882400.0
2014-05-05,2888920.0
2014-05-06,2894801.0
2014-05-07,2900148.0
2014-05-08,2901520.0
2014-05-09,2903429.0
2014-05-10,2907790.0
2014-05-11,2917122.0
2014-05-12,2920519.0
2014-05-13,2923455.0
2014-05-14,2927713.0
2014-05-15,2932208.0
2014-05-16,2929773.0
2014-05-17,2919746.0
2014-05-18,2922965.0
2014-05-19,2902451.0
2014-05-20,2902116.0
2014-05-21,2904997.0
2014-05-22,2908876.0
2014-05-23,2914598.0
2014-05-24,2918295.0
2014-05-25,2928677.0
2014-05-26,2932202.0
2014-05-27,2936106.0
2014-05-28,2937829.0
2014-05-29,2940917.0
2014-05-30,2945889.0
2014-05-31,2948341.0
2014-06-01,2957396.0
2014-06-02,2960223.0
2014-06-03,2964947.0
2014-06-04,2972788.0
2014-06-05,2973788.0
2014-06-06,2970232.0
2014-06-07,2975540.0
2014-06-08,2983354.0
2014-06-09,2982061.0
2014-06-10,2976021.0
2014-06-11,2976894.0
2014-06-12,2978139.0
2014-06-13,2977284.0
2014-06-14,2978957.0
2014-06-15,2991008.0
2014-06-16,2991288.0
2014-06-17,2998496.0
2014-06-18,3002809.0
2014-06-19,3003500.0
2014-06-20,3008864.0
2014-06-21,3010946.0
2014-06-22,3022459.0
2014-06-23,3024260.0
2014-06-24,3024824.0
2014-06-25,3029007.0
2014-06-26,3033550.0
2014-06-27,3037065.0
2014-06-28,3037308.0
2014-06-29,3047570.0
2014-06-30,3051528.0
2014-07-01,3052651.0
2014-07-02,3054506.0
2014-07-03,3059315.0
2014-07-04,3066168.0
2014-07-05,3073876.0
2014-07-06,3087240.0
2014-07-07,3093839.0
2014-07-08,3096646.0
2014-07-09,3102296.0
2014-07-10,3105729.0
2014-07-11,3108071.0
2014-07-12,3115945.0
2014-07-13,3126215.0
2014-07-14,3131972.0
2014-07-15,3136830.0
2014-07-16,3144001.0
2014-07-17,3145551.0
2014-07-18,3142700.0
2014-07-19,3149295.0
2014-07-20,3164046.0
2014-07-21,3163599.0
2014-07-22,3166302.0
2014-07-23,3171633.0
2014-07-24,3173581.0
2014-07-25,3177134.0
2014-07-26,3181562.0
2014-07-27,3190277.0
2014-07-28,3193335.0
2014-07-29,3198322.0
2014-07-30,3201693.0
2014-07-31,3197887.0
2014-08-01,3203324.0
2014-08-02,3206731.0
2014-08-03,3217367.0
2014-08-04,3209626.0
2014-08-05,3216583.0
2014-08-06,3219915.0
2014-08-07,3220467.0
2014-08-08,3223603.0
2014-08-09,3228531.0
2014-08-10,3235256.0
2014-08-11,3239923.0
2014-08-12,3246146.0
2014-08-13,3250341.0
2014-08-14,3250313.0
2014-08-15,3248897.0
2014-08-16,3248525.0
2014-08-17,3262800.0
2014-08-18,3268689.0
2014-08-19,3273373.0
2014-08-20,3282482.0
2014-08-21,3289994.0
2014-08-22,3295061.0
2014-08-23,3298918.0
2014-08-24,3308845.0
2014-08-25,3311886.0
2014-08-26,3318586.0
2014-08-27,3318160.0
2014-08-28,3326528.0
2014-08-29,3329458.0
2014-08-30,3332578.0
2014-08-31,3344242.0
2014-09-01,3356133.0
2014-09-02,3354652.0
2014-09-03,3359019.0
2014-09-04,3366137.0
2014-09-05,3373493.0
2014-09-06,3381441.0
2014-09-07,3407951.0
2014-09-08,3413023.0
2014-09-09,3387834.0
2014-09-10,3349150.0
2014-09-11,3356959.0
2014-09-12,3365213.0
2014-09-13,3372754.0
2014-09-14,3392494.0
2014-09-15,3394286.0
2014-09-16,3399752.0
2014-09-17,3404139.0
2014-09-18,3411527.0
2014-09-19,3417321.0
2014-09-20,3418686.0
2014-09-21,3434902.0
2014-09-22,3435590.0
2014-09-23,3432121.0
2014-09-24,3444507.0
2014-09-25,3448603.0
2014-09-26,3455586.0
2014-09-27,3455035.0
2014-09-28,3470019.0
2014-09-29,3472343.0
2014-09-30,3476761.0
2014-10-01,3497125.0
2014-10-02,3504388.0
2014-10-03,3523149.0
2014-10-04,3533940.0
2014-10-05,3551871.0
2014-10-06,3559691.0
2014-10-07,3563341.0
2014-10-08,3569833.0
2014-10-09,3576982.0
2014-10-10,3586327.0
2014-10-11,3589361.0
2014-10-12,3590190.0
2014-10-13,3600159.0
2014-10-14,3592496.0
2014-10-15,3597964.0
2014-10-16,3605119.0
2014-10-17,3611357.0
2014-10-18,3613854.0
2014-10-19,3627168.0
2014-10-20,3628350.0
2014-10-21,3628009.0
2014-10-22,3630233.0
2014-10-23,3627893.0
2014-10-24,3629775.0
2014-10-25,3642149.0
2014-10-26,3644598.0
2014-10-27,3646431.0
2014-10-28,3651808.0
2014-10-29,3659366.0
2014-10-30,3663600.0
2014-10-31,3664947.0
2014-11-01,3666148.0
2014-11-02,3687753.0
2014-11-03,3685910.0
2014-11-04,3690315.0
2014-11-05,3696472.0
2014-11-06,3684394.0
2014-11-07,3655750.0
2014-11-08,3649635.0
2014-11-09,3670567.0
2014-11-10,3668492.0
2014-11-11,3670266.0
2014-11-12,3677820.0
2014-11-13,3683633.0
2014-11-14,3695362.0
2014-11-15,3700399.0
2014-11-16,3718233.0
2014-11-17,3716384.0
2014-11-18,3723890.0
2014-11-19,3730652.0
2014-11-20,3732251.0
2014-11-21,3737148.0
2014-11-22,3742294.0
2014-11-23,3763042.0
2014-11-24,3763099.0
2014-11-25,3764195.0
2014-11-26,3771256.0
2014-11-27,3775981.0
2014-11-28,3785192.0
2014-11-29,3786261.0
2014-11-30,3790288.0
2014-12-01,3798472.0
2014-12-02,3796129.0
2014-12-03,3797446.0
2014-12-04,3797169.0
2014-12-05,3808559.0
2014-12-06,3810285.0
2014-12-07,3837287.0
2014-12-08,3829504.0
2014-12-09,3833491.0
2014-12-10,3834589.0
2014-12-11,3835802.0
2014-12-12,3844940.0
2014-12-13,3847728.0
2014-12-14,3869826.0
2014-12-15,3868489.0
2014-12-16,3874027.0
2014-12-17,3879427.0
2014-12-18,3879753.0
2014-12-19,3883634.0
2014-12-20,3894663.0
2014-12-21,3904142.0
2014-12-22,3892549.0
2014-12-23,3882328.0
2014-12-24,3886594.0
2014-12-25,3886599.0
2014-12-26,3896382.0
2014-12-27,3900086.0
2014-12-28,3914573.0
2014-12-29,3911769.0
2014-12-30,3918685.0
2014-12-31,3922863.0
2015-01-01,3926563.0
2015-01-02,3934840.0
2015-01-03,3944337.0
2015-01-04,3951911.0
2015-01-05,3949348.0
2015-01-06,3950282.0
2015-01-07,3956612.0
2015-01-08,3963897.0
2015-01-09,3968839.0
2015-01-10,3990897.0
2015-01-11,3990741.0
2015-01-12,3992308.0
2015-01-13,3990908.0
2015-01-14,4005098.0
2015-01-15,4013168.0
2015-01-16,4019446.0
2015-01-17,4042985.0
2015-01-18,4049961.0
2015-01-19,4043804.0
2015-01-20,4050136.0
2015-01-21,4053901.0
2015-01-22,4061117.0
2015-01-23,4066317.0
2015-01-24,4066784.0
2015-01-25,4083523.0
2015-01-26,4086917.0
2015-01-27,4089884.0
2015-01-28,4087256.0
2015-01-29,4093384.0
2015-01-30,4099828.0
2015-01-31,4120995.0
2015-02-01,4127935.0
2015-02-02,4123294.0
2015-02-03,4129580.0
2015-02-04,4137010.0
2015-02-05,4133689.0
2015-02-06,4146698.0
2015-02-07,4144419.0
2015-02-08,4164121.0
2015-02-09,4165388.0
2015-02-10,4168193.0
2015-02-11,4169170.0
2015-02-12,4190557.0
2015-02-13,4224932.0
2015-02-14,4222297.0
2015-02-15,4235423.0
2015-02-16,4246191.0
2015-02-17,4259070.0
2015-02-18,4259725.0
2015-02-19,4264204.0
2015-02-20,4260156.0
2015-02-21,4270840.0
2015-02-22,4279287.0
2015-02-23,4283748.0
2015-02-24,4288270.0
2015-02-25,4293641.0
2015-02-26,4299658.0
2015-02-27,4305187.0
2015-02-28,4319444.0
2015-03-01,4319632.0
2015-03-02,4308286.0
2015-03-03,4304458.0
2015-03-04,4307244.0
2015-03-05,4311081.0
2015-03-06,4310402.0
2015-03-07,4325383.0
2015-03-08,4325026.0
2015-03-09,4329906.0
2015-03-10,4331747.0
2015-03-11,4339468.0
